"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.926684994E0,1.575303078E-2,-6.932020187E-5,9.832572937E-2
3.936669478E0,1.335883141E-2,4.719078541E-3,9.952259064E-2
3.946667316E0,8.570432663E-3,1.429587603E-2,9.473419189E-2
3.956657696E0,3.782033920E-3,7.113277912E-3,9.473419189E-2
3.966662444E0,2.584934235E-3,8.310377598E-3,1.043109894E-1
3.976658030E0,6.176233292E-3,1.127779484E-3,1.007194519E-1
3.986667669E0,3.782033920E-3,-6.932020187E-5,9.473419189E-2
3.996662623E0,1.907348633E-4,5.916178226E-3,1.019163132E-1
4.006658062E0,1.907348633E-4,1.190167665E-2,1.102962494E-1
4.016688531E0,2.584934235E-3,7.113277912E-3,1.079025269E-1
4.026680419E0,-8.188992739E-3,3.521978855E-3,1.007194519E-1
4.036671671E0,2.584934235E-3,1.070457697E-2,1.031141281E-1
4.046664105E0,2.584934235E-3,1.429587603E-2,1.090993881E-1
4.056669726E0,1.335883141E-2,9.507477283E-3,9.832572937E-2
4.066667805E0,6.176233292E-3,3.521978855E-3,9.593105316E-2
4.076686749E0,8.570432663E-3,1.070457697E-2,9.353733063E-2
4.086668144E0,6.176233292E-3,5.916178226E-3,9.233951569E-2
4.096670091E0,-1.006364822E-3,5.916178226E-3,1.031141281E-1
4.106666930E0,3.782033920E-3,1.309877634E-2,9.712791443E-2
4.116665446E0,3.782033920E-3,7.113277912E-3,9.952259064E-2
4.126659281E0,2.584934235E-3,1.309877634E-2,9.473419189E-2
4.136659064E0,-2.203464508E-3,1.309877634E-2,9.593105316E-2
4.146659570E0,-5.794793367E-3,1.127779484E-3,9.473419189E-2
4.156652958E0,-4.597693682E-3,7.113277912E-3,1.031141281E-1
4.166658037E0,7.373332977E-3,7.113277912E-3,1.031141281E-1
4.176664672E0,3.782033920E-3,8.310377598E-3,9.832572937E-2
4.186662009E0,4.979133606E-3,1.309877634E-2,1.090993881E-1
4.196653985E0,2.584934235E-3,9.507477283E-3,9.952259064E-2
4.206673896E0,3.782033920E-3,-6.932020187E-5,1.090993881E-1
4.216664890E0,-1.006364822E-3,4.719078541E-3,1.067047119E-1
4.226661291E0,2.584934235E-3,7.113277912E-3,9.712791443E-2
4.236651588E0,4.979133606E-3,9.507477283E-3,1.090993881E-1
4.246658602E0,3.782033920E-3,1.070457697E-2,1.055078506E-1
4.256673955E0,4.979133606E-3,7.113277912E-3,1.019163132E-1
4.266669189E0,-3.400564194E-3,9.507477283E-3,1.007194519E-1
4.276684075E0,1.387834549E-3,8.310377598E-3,1.150846481E-1
4.286686691E0,2.584934235E-3,5.916178226E-3,1.043109894E-1
4.296673384E0,1.907348633E-4,1.190167665E-2,9.832572937E-2
4.306699500E0,1.387834549E-3,1.309877634E-2,1.114931107E-1
4.316690038E0,1.387834549E-3,8.310377598E-3,9.712791443E-2
4.326701807E0,-3.400564194E-3,1.190167665E-2,1.031141281E-1
4.336680057E0,8.570432663E-3,9.507477283E-3,1.079025269E-1
4.346670240E0,7.373332977E-3,1.908427477E-2,9.473419189E-2
4.356662581E0,1.335883141E-2,8.310377598E-3,1.067047119E-1
4.366658963E0,-1.006364822E-3,1.309877634E-2,1.019163132E-1
4.376654885E0,3.782033920E-3,-6.932020187E-5,1.114931107E-1
4.386656481E0,4.979133606E-3,-1.266419888E-3,1.067047119E-1
4.396658144E0,1.387834549E-3,9.507477283E-3,9.832572937E-2
4.406656456E0,1.387834549E-3,1.669007540E-2,9.473419189E-2
4.416661536E0,3.782033920E-3,9.507477283E-3,1.043109894E-1
4.426656845E0,3.782033920E-3,5.916178226E-3,1.007194519E-1
4.436656480E0,6.176233292E-3,-6.932020187E-5,9.233951569E-2
4.446687182E0,2.584934235E-3,1.190167665E-2,9.473419189E-2
4.456677206E0,1.907348633E-4,1.669007540E-2,9.353733063E-2
4.466677353E0,9.767532349E-3,1.669007540E-2,1.067047119E-1
4.476661561E0,1.907348633E-4,1.429587603E-2,1.090993881E-1
4.486659300E0,4.979133606E-3,-2.463519573E-3,9.952259064E-2
4.496697919E0,4.979133606E-3,8.310377598E-3,8.994579315E-2
4.506676748E0,1.096463203E-2,5.916178226E-3,9.233951569E-2
4.516660797E0,-8.188992739E-3,1.549297571E-2,1.007194519E-1
4.526656668E0,-4.597693682E-3,2.267557383E-2,1.102962494E-1
4.536660565E0,4.979133606E-3,5.916178226E-3,1.126909256E-1
4.546662975E0,8.570432663E-3,2.324879169E-3,1.067047119E-1
4.556661276E0,-2.203464508E-3,1.070457697E-2,1.090993881E-1
4.566658119E0,6.176233292E-3,7.113277912E-3,9.832572937E-2
4.576654559E0,8.570432663E-3,1.190167665E-2,1.007194519E-1
4.586671856E0,1.216173172E-2,1.429587603E-2,1.043109894E-1
4.596672697E0,4.979133606E-3,1.190167665E-2,1.019163132E-1
4.606666848E0,7.373332977E-3,4.719078541E-3,1.031141281E-1
4.616664039E0,1.387834549E-3,5.916178226E-3,1.007194519E-1
4.626661577E0,9.767532349E-3,9.507477283E-3,1.114931107E-1
4.636674788E0,7.373332977E-3,7.113277912E-3,1.007194519E-1
4.646704355E0,9.767532349E-3,4.719078541E-3,1.079025269E-1
4.656676831E0,9.767532349E-3,4.719078541E-3,1.090993881E-1
4.666671281E0,-5.794793367E-3,7.113277912E-3,9.712791443E-2
4.676663198E0,7.373332977E-3,9.507477283E-3,9.952259064E-2
4.686690387E0,7.373332977E-3,4.719078541E-3,1.126909256E-1
4.696680597E0,8.570432663E-3,2.324879169E-3,9.832572937E-2
4.706666221E0,-1.006364822E-3,1.070457697E-2,1.067047119E-1
4.716660091E0,1.387834549E-3,3.521978855E-3,1.079025269E-1
4.726672891E0,2.584934235E-3,1.309877634E-2,1.007194519E-1
4.736659291E0,1.096463203E-2,1.309877634E-2,1.019163132E-1
4.746671934E0,3.782033920E-3,8.310377598E-3,9.593105316E-2
4.756672390E0,7.373332977E-3,2.324879169E-3,1.090993881E-1
4.766693752E0,-2.203464508E-3,7.113277912E-3,1.043109894E-1
4.776697414E0,2.584934235E-3,3.521978855E-3,9.952259064E-2
4.786673611E0,8.570432663E-3,5.916178226E-3,1.019163132E-1
4.796667901E0,-2.203464508E-3,8.310377598E-3,1.055078506E-1
4.806658066E0,-2.203464508E-3,5.916178226E-3,1.031141281E-1
4.816661994E0,-2.203464508E-3,3.521978855E-3,1.031141281E-1
4.826677843E0,7.373332977E-3,9.507477283E-3,1.067047119E-1
4.836697594E0,1.096463203E-2,5.916178226E-3,1.055078506E-1
4.846709316E0,2.584934235E-3,1.429587603E-2,9.952259064E-2
4.856707273E0,1.907348633E-4,5.916178226E-3,1.055078506E-1
4.866711982E0,9.767532349E-3,4.719078541E-3,1.055078506E-1
4.876684568E0,-3.400564194E-3,1.190167665E-2,1.043109894E-1
4.886673438E0,1.387834549E-3,5.916178226E-3,1.007194519E-1
4.896670411E0,2.584934235E-3,4.719078541E-3,1.043109894E-1
4.906669455E0,1.575303078E-2,1.127779484E-3,1.043109894E-1
4.916664881E0,6.176233292E-3,1.429587603E-2,1.079025269E-1
4.926658152E0,-2.203464508E-3,1.070457697E-2,1.055078506E-1
4.936657653E0,-2.203464508E-3,4.719078541E-3,1.067047119E-1
4.946694365E0,1.387834549E-3,2.324879169E-3,9.712791443E-2
4.956676682E0,3.782033920E-3,8.310377598E-3,1.043109894E-1
4.966703302E0,2.584934235E-3,9.507477283E-3,1.007194519E-1
4.976709708E0,1.387834549E-3,9.507477283E-3,1.007194519E-1
4.986688700E0,6.176233292E-3,2.324879169E-3,1.031141281E-1
4.996685523E0,1.907348633E-4,9.507477283E-3,1.019163132E-1
5.006669357E0,7.373332977E-3,3.521978855E-3,9.473419189E-2
5.016688255E0,-2.203464508E-3,1.190167665E-2,1.102962494E-1
5.026668127E0,6.176233292E-3,9.507477283E-3,1.102962494E-1
5.036660986E0,2.584934235E-3,5.916178226E-3,9.593105316E-2
5.046693358E0,1.335883141E-2,2.324879169E-3,1.090993881E-1
5.056672352E0,-1.006364822E-3,4.719078541E-3,1.067047119E-1
5.066697772E0,1.907348633E-4,7.113277912E-3,9.114265442E-2
5.076680674E0,-2.203464508E-3,1.788717508E-2,1.007194519E-1
5.086676510E0,1.387834549E-3,-2.463519573E-3,1.102962494E-1
5.096681370E0,3.782033920E-3,7.113277912E-3,1.079025269E-1
5.106675204E0,-2.203464508E-3,1.429587603E-2,9.952259064E-2
5.116663429E0,-2.203464508E-3,5.916178226E-3,1.043109894E-1
5.126655945E0,1.907348633E-4,7.113277912E-3,1.043109894E-1
5.136651511E0,4.979133606E-3,7.113277912E-3,1.090993881E-1
5.146690486E0,1.907348633E-4,1.190167665E-2,1.114931107E-1
5.156703589E0,-1.006364822E-3,7.113277912E-3,9.832572937E-2
5.166684025E0,1.907348633E-4,3.521978855E-3,1.055078506E-1
5.176671512E0,2.584934235E-3,3.521978855E-3,1.031141281E-1
5.186664390E0,4.979133606E-3,1.070457697E-2,9.712791443E-2
5.196664502E0,1.335883141E-2,4.719078541E-3,1.102962494E-1
5.206656289E0,1.335883141E-2,2.324879169E-3,1.007194519E-1
5.216678048E0,1.096463203E-2,1.070457697E-2,9.832572937E-2
5.226688466E0,7.373332977E-3,1.549297571E-2,9.712791443E-2
5.236672348E0,4.979133606E-3,1.549297571E-2,1.174793243E-1
5.246665770E0,4.979133606E-3,3.521978855E-3,1.055078506E-1
5.256685019E0,1.907348633E-4,2.324879169E-3,9.952259064E-2
5.266716336E0,4.979133606E-3,7.113277912E-3,1.079025269E-1
5.276691225E0,9.767532349E-3,8.310377598E-3,1.102962494E-1
5.286679612E0,8.570432663E-3,1.190167665E-2,9.952259064E-2
5.296670806E0,7.373332977E-3,8.310377598E-3,1.090993881E-1
5.306684729E0,1.096463203E-2,7.113277912E-3,9.712791443E-2
5.316675922E0,1.907348633E-4,1.127779484E-3,9.832572937E-2
5.326662884E0,4.979133606E-3,1.070457697E-2,1.114931107E-1
5.336694557E0,8.570432663E-3,8.310377598E-3,1.019163132E-1
5.346712143E0,-6.991893053E-3,1.127779484E-3,1.114931107E-1
5.356685609E0,1.387834549E-3,9.507477283E-3,1.114931107E-1
5.366672419E0,1.387834549E-3,1.309877634E-2,1.031141281E-1
5.376665190E0,4.979133606E-3,9.507477283E-3,1.126909256E-1
5.386660364E0,-1.006364822E-3,1.309877634E-2,1.055078506E-1
5.396656662E0,-1.058319211E-2,9.507477283E-3,1.043109894E-1
5.406658004E0,-2.203464508E-3,7.113277912E-3,1.079025269E-1
5.416658790E0,6.176233292E-3,2.324879169E-3,1.055078506E-1
5.426656087E0,-2.203464508E-3,8.310377598E-3,1.114931107E-1
5.436660351E0,3.782033920E-3,1.070457697E-2,1.150846481E-1
5.446663310E0,1.387834549E-3,1.309877634E-2,9.593105316E-2
5.456683712E0,7.373332977E-3,1.309877634E-2,1.031141281E-1
5.466681240E0,4.979133606E-3,8.310377598E-3,9.593105316E-2
5.476670427E0,9.767532349E-3,1.070457697E-2,1.043109894E-1
5.486669328E0,4.979133606E-3,4.719078541E-3,9.832572937E-2
5.496666010E0,7.373332977E-3,8.310377598E-3,1.055078506E-1
5.506658485E0,4.979133606E-3,-1.266419888E-3,1.043109894E-1
5.516653819E0,6.176233292E-3,7.113277912E-3,1.043109894E-1
5.526661313E0,-9.386092424E-3,1.309877634E-2,1.162815094E-1
5.536663291E0,-2.203464508E-3,1.127779484E-3,1.043109894E-1
5.546665972E0,-1.006364822E-3,9.507477283E-3,1.055078506E-1
5.556662562E0,6.176233292E-3,1.070457697E-2,1.019163132E-1
5.566656588E0,-1.006364822E-3,9.507477283E-3,1.031141281E-1
5.576655120E0,-2.203464508E-3,1.309877634E-2,1.055078506E-1
5.586654136E0,3.782033920E-3,7.113277912E-3,9.952259064E-2
5.596667548E0,4.979133606E-3,1.549297571E-2,1.031141281E-1
5.606715908E0,-2.203464508E-3,8.310377598E-3,1.031141281E-1
5.616681588E0,8.570432663E-3,-6.932020187E-5,1.090993881E-1
5.626667486E0,7.373332977E-3,3.521978855E-3,1.019163132E-1
5.636673069E0,6.176233292E-3,1.190167665E-2,1.043109894E-1
5.646668130E0,-5.794793367E-3,1.190167665E-2,9.952259064E-2
5.656659237E0,1.907348633E-4,8.310377598E-3,9.832572937E-2
5.666666156E0,-2.203464508E-3,3.521978855E-3,1.067047119E-1
5.676662693E0,9.767532349E-3,1.127779484E-3,1.114931107E-1
5.686674192E0,2.584934235E-3,5.916178226E-3,9.593105316E-2
5.696673595E0,1.387834549E-3,3.521978855E-3,1.007194519E-1
5.706687393E0,4.979133606E-3,9.507477283E-3,1.067047119E-1
5.716677638E0,1.216173172E-2,1.070457697E-2,9.473419189E-2
5.726665165E0,4.979133606E-3,4.719078541E-3,9.832572937E-2
5.736660447E0,4.979133606E-3,5.916178226E-3,1.114931107E-1
5.746697588E0,8.570432663E-3,7.113277912E-3,1.090993881E-1
5.756683082E0,2.584934235E-3,3.521978855E-3,1.043109894E-1
5.766667156E0,9.767532349E-3,9.507477283E-3,9.593105316E-2
5.776656039E0,2.584934235E-3,1.127779484E-3,1.031141281E-1
5.786695750E0,2.584934235E-3,1.190167665E-2,1.067047119E-1
5.796689759E0,7.373332977E-3,9.507477283E-3,1.174793243E-1
5.806675071E0,9.767532349E-3,7.113277912E-3,1.067047119E-1
5.816660727E0,3.782033920E-3,1.309877634E-2,1.043109894E-1
5.826680574E0,2.584934235E-3,3.521978855E-3,1.055078506E-1
5.836673209E0,8.570432663E-3,-6.932020187E-5,1.067047119E-1
5.846663623E0,3.782033920E-3,7.113277912E-3,1.043109894E-1
5.856656715E0,4.979133606E-3,5.916178226E-3,1.007194519E-1
5.866690588E0,1.335883141E-2,8.310377598E-3,1.102962494E-1
5.876674563E0,1.387834549E-3,7.113277912E-3,1.150846481E-1
5.886668935E0,-1.006364822E-3,3.521978855E-3,1.043109894E-1
5.896663005E0,-1.006364822E-3,8.310377598E-3,9.593105316E-2
5.906654636E0,2.584934235E-3,7.113277912E-3,9.593105316E-2
5.916696183E0,6.176233292E-3,7.113277912E-3,1.019163132E-1
5.926671245E0,1.907348633E-4,7.113277912E-3,1.162815094E-1
5.936675218E0,-4.597693682E-3,-7.251918316E-3,1.079025269E-1
5.946675051E0,-2.203464508E-3,2.324879169E-3,1.079025269E-1
5.956669082E0,3.782033920E-3,4.719078541E-3,1.126909256E-1
5.966658021E0,2.584934235E-3,4.719078541E-3,1.043109894E-1
5.976677875E0,2.584934235E-3,8.310377598E-3,9.593105316E-2
5.986673225E0,-1.006364822E-3,-2.463519573E-3,1.150846481E-1
5.996671823E0,4.979133606E-3,1.429587603E-2,9.712791443E-2
6.006667911E0,3.782033920E-3,2.324879169E-3,1.007194519E-1
6.016659262E0,1.907348633E-4,1.429587603E-2,1.007194519E-1
6.026655226E0,3.782033920E-3,7.113277912E-3,1.019163132E-1
6.036659593E0,1.455593109E-2,7.113277912E-3,1.067047119E-1
6.046655103E0,4.979133606E-3,7.113277912E-3,9.114265442E-2
6.056652185E0,1.387834549E-3,1.309877634E-2,1.079025269E-1
6.066691726E0,3.782033920E-3,5.916178226E-3,1.079025269E-1
6.076674612E0,-1.006364822E-3,8.310377598E-3,9.712791443E-2
6.086706748E0,1.096463203E-2,2.324879169E-3,1.019163132E-1
6.096717258E0,1.575303078E-2,1.070457697E-2,1.114931107E-1
6.106682455E0,1.814723015E-2,5.916178226E-3,9.952259064E-2
6.116678631E0,1.096463203E-2,1.309877634E-2,1.055078506E-1
6.126671969E0,1.455593109E-2,7.113277912E-3,1.138877869E-1
6.136672291E0,9.767532349E-3,5.916178226E-3,1.043109894E-1
6.146703664E0,2.584934235E-3,1.070457697E-2,1.031141281E-1
6.156692466E0,1.455593109E-2,4.719078541E-3,1.126909256E-1
6.166670001E0,6.176233292E-3,1.070457697E-2,9.593105316E-2
6.176662711E0,6.176233292E-3,7.113277912E-3,1.007194519E-1
6.186661085E0,3.782033920E-3,5.916178226E-3,1.067047119E-1
6.196675599E0,1.387834549E-3,4.719078541E-3,1.102962494E-1
6.206716472E0,6.176233292E-3,1.309877634E-2,1.055078506E-1
6.216776504E0,2.584934235E-3,1.190167665E-2,1.055078506E-1
6.226713809E0,6.176233292E-3,7.113277912E-3,1.150846481E-1
6.236721865E0,1.907348633E-4,7.113277912E-3,1.174793243E-1
6.246696605E0,-3.400564194E-3,8.310377598E-3,1.055078506E-1
6.256675706E0,3.782033920E-3,9.507477283E-3,1.067047119E-1
6.266675660E0,-8.188992739E-3,8.310377598E-3,1.055078506E-1
6.276687348E0,1.216173172E-2,1.190167665E-2,8.994579315E-2
6.286682808E0,2.584934235E-3,8.310377598E-3,1.007194519E-1
6.296695557E0,-2.203464508E-3,4.719078541E-3,1.102962494E-1
6.306669720E0,6.176233292E-3,4.719078541E-3,1.126909256E-1
6.316697994E0,-4.597693682E-3,7.113277912E-3,9.952259064E-2
6.326710035E0,6.176233292E-3,3.521978855E-3,1.055078506E-1
6.336687632E0,3.782033920E-3,1.309877634E-2,9.832572937E-2
6.346704411E0,3.782033920E-3,1.070457697E-2,1.031141281E-1
6.356708878E0,9.767532349E-3,9.507477283E-3,1.114931107E-1
6.366683380E0,4.979133606E-3,1.309877634E-2,9.593105316E-2
6.376666439E0,4.979133606E-3,5.916178226E-3,1.019163132E-1
6.386684046E0,3.782033920E-3,1.309877634E-2,1.055078506E-1
6.396682426E0,-3.400564194E-3,9.507477283E-3,1.114931107E-1
6.407140731E0,1.216173172E-2,7.113277912E-3,1.079025269E-1
6.416898326E0,7.373332977E-3,-6.932020187E-5,1.126909256E-1
6.426773547E0,8.570432663E-3,2.324879169E-3,9.712791443E-2
6.436718350E0,2.584934235E-3,5.916178226E-3,1.019163132E-1
6.446693174E0,1.907348633E-4,4.719078541E-3,1.043109894E-1
6.456680259E0,4.979133606E-3,8.310377598E-3,1.210699081E-1
6.466665167E0,6.176233292E-3,1.127779484E-3,1.007194519E-1
6.476670890E0,-1.006364822E-3,5.916178226E-3,9.114265442E-2
6.486674233E0,3.782033920E-3,1.070457697E-2,9.114265442E-2
6.496679096E0,2.584934235E-3,8.310377598E-3,1.055078506E-1
6.506663374E0,7.373332977E-3,-2.463519573E-3,1.114931107E-1
6.516687994E0,8.570432663E-3,-1.266419888E-3,1.055078506E-1
6.526663131E0,6.176233292E-3,1.127779484E-3,8.036899567E-2
6.536648584E0,3.782033920E-3,5.916178226E-3,9.473419189E-2
6.546650176E0,4.979133606E-3,4.719078541E-3,1.102962494E-1
6.556640029E0,-1.006364822E-3,3.521978855E-3,1.102962494E-1
6.566637014E0,9.767532349E-3,5.916178226E-3,1.043109894E-1
6.576639775E0,-1.006364822E-3,8.310377598E-3,1.055078506E-1
6.586639098E0,6.176233292E-3,8.310377598E-3,9.952259064E-2
6.596641029E0,-3.400564194E-3,8.310377598E-3,9.832572937E-2
6.606639975E0,1.387834549E-3,3.521978855E-3,1.043109894E-1
6.616638640E0,-4.597693682E-3,8.310377598E-3,9.593105316E-2
6.626639300E0,1.907348633E-4,4.719078541E-3,1.055078506E-1
6.636641014E0,-2.203464508E-3,9.507477283E-3,1.138877869E-1
6.646642083E0,2.584934235E-3,9.507477283E-3,1.114931107E-1
6.656636156E0,9.767532349E-3,5.916178226E-3,1.079025269E-1
6.666648116E0,1.387834549E-3,4.719078541E-3,9.593105316E-2
6.676656346E0,9.767532349E-3,9.507477283E-3,9.952259064E-2
6.686643768E0,-3.400564194E-3,9.507477283E-3,8.874893188E-2
6.696660537E0,-1.006364822E-3,1.429587603E-2,9.952259064E-2
6.706647575E0,1.907348633E-4,7.113277912E-3,1.043109894E-1
6.716642267E0,1.387834549E-3,5.916178226E-3,1.031141281E-1
6.726645133E0,3.782033920E-3,4.719078541E-3,1.007194519E-1
6.736657142E0,2.584934235E-3,9.507477283E-3,1.090993881E-1
6.746660243E0,7.373332977E-3,1.309877634E-2,1.031141281E-1
6.756657755E0,2.584934235E-3,2.324879169E-3,9.473419189E-2
6.766659261E0,2.584934235E-3,5.916178226E-3,1.019163132E-1
6.776654687E0,4.979133606E-3,4.719078541E-3,1.102962494E-1
6.786653862E0,-1.006364822E-3,1.669007540E-2,8.874893188E-2
6.796687699E0,1.387834549E-3,1.309877634E-2,9.353733063E-2
6.806681387E0,1.335883141E-2,8.310377598E-3,1.126909256E-1
6.816667423E0,-3.400564194E-3,7.113277912E-3,9.952259064E-2
6.826662845E0,-5.794793367E-3,-6.932020187E-5,9.353733063E-2
6.836661171E0,6.176233292E-3,5.916178226E-3,1.043109894E-1
6.846666834E0,3.782033920E-3,9.507477283E-3,9.593105316E-2
6.856664320E0,1.387834549E-3,1.070457697E-2,1.031141281E-1
6.866658371E0,3.782033920E-3,9.507477283E-3,1.007194519E-1
6.876677934E0,9.767532349E-3,1.549297571E-2,1.007194519E-1
6.886693716E0,3.782033920E-3,8.310377598E-3,9.593105316E-2
6.896675203E0,7.373332977E-3,-6.932020187E-5,1.019163132E-1
6.906668600E0,8.570432663E-3,1.309877634E-2,1.007194519E-1
6.916668453E0,-3.400564194E-3,2.324879169E-3,1.031141281E-1
6.926672225E0,1.907348633E-4,1.788717508E-2,9.952259064E-2
6.936665515E0,2.584934235E-3,2.324879169E-3,9.233951569E-2
6.946656891E0,1.387834549E-3,4.719078541E-3,9.712791443E-2
6.956652329E0,-1.006364822E-3,2.324879169E-3,8.515739441E-2
6.966659913E0,-4.597693682E-3,4.719078541E-3,1.019163132E-1
6.976658398E0,-3.400564194E-3,1.127779484E-3,9.473419189E-2
6.986649909E0,4.979133606E-3,1.190167665E-2,1.055078506E-1
6.996649569E0,9.767532349E-3,2.324879169E-3,1.079025269E-1
7.006654726E0,2.584934235E-3,7.113277912E-3,9.114265442E-2
7.016686804E0,8.570432663E-3,1.070457697E-2,8.874893188E-2
7.026675920E0,-2.203464508E-3,1.549297571E-2,1.019163132E-1
7.036664863E0,3.782033920E-3,4.719078541E-3,9.233951569E-2
7.046963142E0,-4.597693682E-3,1.070457697E-2,1.043109894E-1
7.056815224E0,7.373332977E-3,2.324879169E-3,8.874893188E-2
7.066734669E0,7.373332977E-3,7.113277912E-3,9.712791443E-2
7.076721218E0,-6.991893053E-3,1.190167665E-2,1.007194519E-1
7.086690416E0,-1.006364822E-3,1.190167665E-2,8.276271820E-2
7.096669630E0,1.387834549E-3,2.324879169E-3,1.150846481E-1
7.106663814E0,1.907348633E-4,4.719078541E-3,1.055078506E-1
7.116666560E0,-4.597693682E-3,5.916178226E-3,9.952259064E-2
7.126665683E0,8.570432663E-3,9.507477283E-3,9.114265442E-2
7.136667763E0,3.782033920E-3,1.669007540E-2,1.007194519E-1
7.146701265E0,2.584934235E-3,1.070457697E-2,1.090993881E-1
7.156708112E0,3.782033920E-3,7.113277912E-3,1.007194519E-1
7.166699420E0,1.096463203E-2,1.127779484E-3,1.090993881E-1
7.176711978E0,1.907348633E-4,-3.660619259E-3,8.874893188E-2
7.186684026E0,9.767532349E-3,1.190167665E-2,9.712791443E-2
7.196724127E0,2.584934235E-3,1.127779484E-3,9.233951569E-2
7.206689832E0,8.570432663E-3,5.916178226E-3,9.952259064E-2
7.216675338E0,1.907348633E-4,1.309877634E-2,9.952259064E-2
7.226661706E0,6.176233292E-3,5.916178226E-3,9.593105316E-2
7.236660160E0,9.767532349E-3,9.507477283E-3,1.055078506E-1
7.246728810E0,-4.597693682E-3,1.429587603E-2,9.353733063E-2
7.256687808E0,1.387834549E-3,7.113277912E-3,1.019163132E-1
7.266677134E0,-2.203464508E-3,5.916178226E-3,9.832572937E-2
7.276688931E0,-2.203464508E-3,1.549297571E-2,9.233951569E-2
7.286668657E0,-5.794793367E-3,2.324879169E-3,9.593105316E-2
7.296711058E0,3.782033920E-3,1.190167665E-2,1.067047119E-1
7.306683989E0,6.176233292E-3,1.190167665E-2,1.043109894E-1
7.316709359E0,-1.006364822E-3,8.310377598E-3,1.067047119E-1
7.326684871E0,3.782033920E-3,4.719078541E-3,9.952259064E-2
7.336664838E0,2.584934235E-3,4.719078541E-3,9.952259064E-2
7.346677475E0,-1.006364822E-3,1.788717508E-2,9.712791443E-2
7.356684236E0,-2.203464508E-3,9.507477283E-3,1.031141281E-1
7.366693194E0,-4.597693682E-3,4.719078541E-3,9.233951569E-2
7.376707788E0,2.584934235E-3,5.916178226E-3,9.353733063E-2
7.386680277E0,6.176233292E-3,9.507477283E-3,1.007194519E-1
7.396694060E0,1.216173172E-2,-1.266419888E-3,1.079025269E-1
7.406682163E0,1.907348633E-4,9.507477283E-3,1.067047119E-1
7.416686734E0,2.584934235E-3,4.719078541E-3,9.593105316E-2
7.426667558E0,1.907348633E-4,9.507477283E-3,1.007194519E-1
7.436666835E0,6.176233292E-3,1.309877634E-2,9.832572937E-2
7.446662243E0,1.216173172E-2,5.916178226E-3,9.473419189E-2
7.456663370E0,-1.006364822E-3,9.507477283E-3,1.043109894E-1
7.466669222E0,1.387834549E-3,-6.932020187E-5,9.832572937E-2
7.476663571E0,6.176233292E-3,-1.266419888E-3,8.396053314E-2
7.486664707E0,3.782033920E-3,9.507477283E-3,9.593105316E-2
7.496660045E0,1.216173172E-2,1.070457697E-2,1.162815094E-1
7.506667483E0,-6.991893053E-3,1.429587603E-2,1.150846481E-1
7.516669086E0,-1.006364822E-3,5.916178226E-3,1.019163132E-1
7.526665849E0,3.782033920E-3,5.916178226E-3,1.007194519E-1
7.536664269E0,1.907348633E-4,7.113277912E-3,8.036899567E-2
7.546658479E0,2.584934235E-3,1.190167665E-2,8.755111694E-2
7.556656450E0,1.216173172E-2,1.309877634E-2,9.952259064E-2
7.566661281E0,1.907348633E-4,-6.932020187E-5,8.755111694E-2
7.576663601E0,8.570432663E-3,7.113277912E-3,8.396053314E-2
7.586666145E0,9.767532349E-3,1.669007540E-2,1.043109894E-1
7.596662225E0,1.387834549E-3,9.507477283E-3,8.036899567E-2
7.606665207E0,4.979133606E-3,5.916178226E-3,8.515739441E-2
7.616660621E0,1.216173172E-2,7.113277912E-3,1.019163132E-1
7.626658809E0,-1.006364822E-3,1.070457697E-2,9.353733063E-2
7.636664519E0,8.570432663E-3,-2.463519573E-3,9.832572937E-2
7.646660201E0,4.979133606E-3,9.507477283E-3,1.067047119E-1
7.656664349E0,4.979133606E-3,4.719078541E-3,1.031141281E-1
7.666671404E0,-3.400564194E-3,9.507477283E-3,8.156585693E-2
7.676667720E0,-1.006364822E-3,9.507477283E-3,9.114265442E-2
7.686695166E0,-4.597693682E-3,1.070457697E-2,1.055078506E-1
7.696679639E0,-8.188992739E-3,9.507477283E-3,1.102962494E-1
7.706674741E0,-2.203464508E-3,3.521978855E-3,1.090993881E-1
7.716676927E0,-4.597693682E-3,7.113277912E-3,9.233951569E-2
7.727018885E0,9.767532349E-3,7.113277912E-3,7.797431946E-2
7.736838922E0,6.176233292E-3,1.788717508E-2,8.874893188E-2
7.746746921E0,4.979133606E-3,1.190167665E-2,1.079025269E-1
7.756694825E0,1.695013046E-2,-6.054818630E-3,1.126909256E-1
7.766713430E0,3.782033920E-3,-3.660619259E-3,9.832572937E-2
7.776684175E0,1.216173172E-2,2.324879169E-3,9.114265442E-2
7.786669067E0,1.216173172E-2,1.309877634E-2,8.994579315E-2
7.796663628E0,3.782033920E-3,1.429587603E-2,9.593105316E-2
7.806661159E0,4.979133606E-3,-6.932020187E-5,1.114931107E-1
7.816659597E0,1.387834549E-3,3.521978855E-3,9.233951569E-2
7.826653413E0,-2.203464508E-3,1.070457697E-2,8.635425568E-2
7.836667474E0,-4.597693682E-3,7.113277912E-3,8.874893188E-2
7.846663966E0,-4.597693682E-3,1.669007540E-2,1.067047119E-1
7.856663462E0,3.782033920E-3,2.147847414E-2,1.126909256E-1
