"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.106666930E0,2.681505978E-1,5.686228871E-1,9.884461403E0
4.116665446E0,2.681505978E-1,5.626373887E-1,9.886856079E0
4.126659281E0,2.669534981E-1,5.686228871E-1,9.882067680E0
4.136659064E0,2.621650994E-1,5.686228871E-1,9.883264542E0
4.146659570E0,2.585737705E-1,5.566518903E-1,9.882067680E0
4.156652958E0,2.597708702E-1,5.626373887E-1,9.890447617E0
4.166658037E0,2.717418969E-1,5.626373887E-1,9.890447617E0
4.176664672E0,2.681505978E-1,5.638344884E-1,9.885659218E0
4.186662009E0,2.693476975E-1,5.686228871E-1,9.896432877E0
4.196653985E0,2.669534981E-1,5.650315881E-1,9.886856079E0
4.206673896E0,2.681505978E-1,5.554547906E-1,9.896432877E0
4.216664890E0,2.633621991E-1,5.602431893E-1,9.894038200E0
4.226661291E0,2.669534981E-1,5.626373887E-1,9.884461403E0
4.236651588E0,2.693476975E-1,5.650315881E-1,9.896432877E0
4.246658602E0,2.681505978E-1,5.662286878E-1,9.892841339E0
4.256673955E0,2.693476975E-1,5.626373887E-1,9.889249802E0
4.266669189E0,2.609679997E-1,5.650315881E-1,9.888052940E0
4.276684075E0,2.657563984E-1,5.638344884E-1,9.902418137E0
4.286686691E0,2.669534981E-1,5.614402890E-1,9.891644478E0
4.296673384E0,2.645592988E-1,5.674257874E-1,9.885659218E0
4.306699500E0,2.657563984E-1,5.686228871E-1,9.898826599E0
4.316690038E0,2.657563984E-1,5.638344884E-1,9.884461403E0
4.326701807E0,2.609679997E-1,5.674257874E-1,9.890447617E0
4.336680057E0,2.729389966E-1,5.650315881E-1,9.895236015E0
4.346670240E0,2.717418969E-1,5.746083856E-1,9.882067680E0
4.356662581E0,2.777273953E-1,5.638344884E-1,9.894038200E0
4.366658963E0,2.633621991E-1,5.686228871E-1,9.889249802E0
4.376654885E0,2.681505978E-1,5.554547906E-1,9.898826599E0
4.386656481E0,2.693476975E-1,5.542576909E-1,9.894038200E0
4.396658144E0,2.657563984E-1,5.650315881E-1,9.885659218E0
4.406656456E0,2.657563984E-1,5.722141862E-1,9.882067680E0
4.416661536E0,2.681505978E-1,5.650315881E-1,9.891644478E0
4.426656845E0,2.681505978E-1,5.614402890E-1,9.888052940E0
4.436656480E0,2.705447972E-1,5.554547906E-1,9.879673004E0
4.446687182E0,2.669534981E-1,5.674257874E-1,9.882067680E0
4.456677206E0,2.645592988E-1,5.722141862E-1,9.880870819E0
4.466677353E0,2.741360962E-1,5.722141862E-1,9.894038200E0
4.476661561E0,2.645592988E-1,5.698199868E-1,9.896432877E0
4.486659300E0,2.693476975E-1,5.530605912E-1,9.886856079E0
4.496697919E0,2.693476975E-1,5.638344884E-1,9.877279282E0
4.506676748E0,2.753331959E-1,5.614402890E-1,9.879673004E0
4.516660797E0,2.561795712E-1,5.710170865E-1,9.888052940E0
4.526656668E0,2.597708702E-1,5.781996846E-1,9.897629738E0
4.536660565E0,2.693476975E-1,5.614402890E-1,9.900024414E0
4.546662975E0,2.729389966E-1,5.578489900E-1,9.894038200E0
4.556661276E0,2.621650994E-1,5.662286878E-1,9.896432877E0
4.566658119E0,2.705447972E-1,5.626373887E-1,9.885659218E0
4.576654559E0,2.729389966E-1,5.674257874E-1,9.888052940E0
4.586671856E0,2.765302956E-1,5.698199868E-1,9.891644478E0
4.596672697E0,2.693476975E-1,5.674257874E-1,9.889249802E0
4.606666848E0,2.717418969E-1,5.602431893E-1,9.890447617E0
4.616664039E0,2.657563984E-1,5.614402890E-1,9.888052940E0
4.626661577E0,2.741360962E-1,5.650315881E-1,9.898826599E0
4.636674788E0,2.717418969E-1,5.626373887E-1,9.888052940E0
4.646704355E0,2.741360962E-1,5.602431893E-1,9.895236015E0
4.656676831E0,2.741360962E-1,5.602431893E-1,9.896432877E0
4.666671281E0,2.585737705E-1,5.626373887E-1,9.884461403E0
4.676663198E0,2.717418969E-1,5.650315881E-1,9.886856079E0
4.686690387E0,2.717418969E-1,5.602431893E-1,9.900024414E0
4.696680597E0,2.729389966E-1,5.578489900E-1,9.885659218E0
4.706666221E0,2.633621991E-1,5.662286878E-1,9.894038200E0
4.716660091E0,2.657563984E-1,5.590460896E-1,9.895236015E0
4.726672891E0,2.669534981E-1,5.686228871E-1,9.888052940E0
4.736659291E0,2.753331959E-1,5.686228871E-1,9.889249802E0
4.746671934E0,2.681505978E-1,5.638344884E-1,9.883264542E0
4.756672390E0,2.717418969E-1,5.578489900E-1,9.896432877E0
4.766693752E0,2.621650994E-1,5.626373887E-1,9.891644478E0
4.776697414E0,2.669534981E-1,5.590460896E-1,9.886856079E0
4.786673611E0,2.729389966E-1,5.614402890E-1,9.889249802E0
4.796667901E0,2.621650994E-1,5.638344884E-1,9.892841339E0
4.806658066E0,2.621650994E-1,5.614402890E-1,9.890447617E0
4.816661994E0,2.621650994E-1,5.590460896E-1,9.890447617E0
4.826677843E0,2.717418969E-1,5.650315881E-1,9.894038200E0
4.836697594E0,2.753331959E-1,5.614402890E-1,9.892841339E0
4.846709316E0,2.669534981E-1,5.698199868E-1,9.886856079E0
4.856707273E0,2.645592988E-1,5.614402890E-1,9.892841339E0
4.866711982E0,2.741360962E-1,5.602431893E-1,9.892841339E0
4.876684568E0,2.609679997E-1,5.674257874E-1,9.891644478E0
4.886673438E0,2.657563984E-1,5.614402890E-1,9.888052940E0
4.896670411E0,2.669534981E-1,5.602431893E-1,9.891644478E0
4.906669455E0,2.801215947E-1,5.566518903E-1,9.891644478E0
4.916664881E0,2.705447972E-1,5.698199868E-1,9.895236015E0
4.926658152E0,2.621650994E-1,5.662286878E-1,9.892841339E0
4.936657653E0,2.621650994E-1,5.602431893E-1,9.894038200E0
4.946694365E0,2.657563984E-1,5.578489900E-1,9.884461403E0
4.956676682E0,2.681505978E-1,5.638344884E-1,9.891644478E0
4.966703302E0,2.669534981E-1,5.650315881E-1,9.888052940E0
4.976709708E0,2.657563984E-1,5.650315881E-1,9.888052940E0
4.986688700E0,2.705447972E-1,5.578489900E-1,9.890447617E0
4.996685523E0,2.645592988E-1,5.650315881E-1,9.889249802E0
5.006669357E0,2.717418969E-1,5.590460896E-1,9.882067680E0
5.016688255E0,2.621650994E-1,5.674257874E-1,9.897629738E0
5.026668127E0,2.705447972E-1,5.650315881E-1,9.897629738E0
5.036660986E0,2.669534981E-1,5.614402890E-1,9.883264542E0
5.046693358E0,2.777273953E-1,5.578489900E-1,9.896432877E0
5.056672352E0,2.633621991E-1,5.602431893E-1,9.894038200E0
5.066697772E0,2.645592988E-1,5.626373887E-1,9.878476143E0
5.076680674E0,2.621650994E-1,5.734112859E-1,9.888052940E0
5.086676510E0,2.657563984E-1,5.530605912E-1,9.897629738E0
5.096681370E0,2.681505978E-1,5.626373887E-1,9.895236015E0
5.106675204E0,2.621650994E-1,5.698199868E-1,9.886856079E0
5.116663429E0,2.621650994E-1,5.614402890E-1,9.891644478E0
5.126655945E0,2.645592988E-1,5.626373887E-1,9.891644478E0
5.136651511E0,2.693476975E-1,5.626373887E-1,9.896432877E0
5.146690486E0,2.645592988E-1,5.674257874E-1,9.898826599E0
5.156703589E0,2.633621991E-1,5.626373887E-1,9.885659218E0
5.166684025E0,2.645592988E-1,5.590460896E-1,9.892841339E0
5.176671512E0,2.669534981E-1,5.590460896E-1,9.890447617E0
5.186664390E0,2.693476975E-1,5.662286878E-1,9.884461403E0
5.196664502E0,2.777273953E-1,5.602431893E-1,9.897629738E0
5.206656289E0,2.777273953E-1,5.578489900E-1,9.888052940E0
5.216678048E0,2.753331959E-1,5.662286878E-1,9.885659218E0
5.226688466E0,2.717418969E-1,5.710170865E-1,9.884461403E0
5.236672348E0,2.693476975E-1,5.710170865E-1,9.904812813E0
5.246665770E0,2.693476975E-1,5.590460896E-1,9.892841339E0
5.256685019E0,2.645592988E-1,5.578489900E-1,9.886856079E0
5.266716336E0,2.693476975E-1,5.626373887E-1,9.895236015E0
5.276691225E0,2.741360962E-1,5.638344884E-1,9.897629738E0
5.286679612E0,2.729389966E-1,5.674257874E-1,9.886856079E0
5.296670806E0,2.717418969E-1,5.638344884E-1,9.896432877E0
5.306684729E0,2.753331959E-1,5.626373887E-1,9.884461403E0
5.316675922E0,2.645592988E-1,5.566518903E-1,9.885659218E0
5.326662884E0,2.693476975E-1,5.662286878E-1,9.898826599E0
5.336694557E0,2.729389966E-1,5.638344884E-1,9.889249802E0
5.346712143E0,2.573766708E-1,5.566518903E-1,9.898826599E0
5.356685609E0,2.657563984E-1,5.650315881E-1,9.898826599E0
5.366672419E0,2.657563984E-1,5.686228871E-1,9.890447617E0
5.376665190E0,2.693476975E-1,5.650315881E-1,9.900024414E0
5.386660364E0,2.633621991E-1,5.686228871E-1,9.892841339E0
5.396656662E0,2.537853718E-1,5.650315881E-1,9.891644478E0
5.406658004E0,2.621650994E-1,5.626373887E-1,9.895236015E0
5.416658790E0,2.705447972E-1,5.578489900E-1,9.892841339E0
5.426656087E0,2.621650994E-1,5.638344884E-1,9.898826599E0
5.436660351E0,2.681505978E-1,5.662286878E-1,9.902418137E0
5.446663310E0,2.657563984E-1,5.686228871E-1,9.883264542E0
5.456683712E0,2.717418969E-1,5.686228871E-1,9.890447617E0
5.466681240E0,2.693476975E-1,5.638344884E-1,9.883264542E0
5.476670427E0,2.741360962E-1,5.662286878E-1,9.891644478E0
5.486669328E0,2.693476975E-1,5.602431893E-1,9.885659218E0
5.496666010E0,2.717418969E-1,5.638344884E-1,9.892841339E0
5.506658485E0,2.693476975E-1,5.542576909E-1,9.891644478E0
5.516653819E0,2.705447972E-1,5.626373887E-1,9.891644478E0
5.526661313E0,2.549824715E-1,5.686228871E-1,9.903614998E0
5.536663291E0,2.621650994E-1,5.566518903E-1,9.891644478E0
5.546665972E0,2.633621991E-1,5.650315881E-1,9.892841339E0
5.556662562E0,2.705447972E-1,5.662286878E-1,9.889249802E0
5.566656588E0,2.633621991E-1,5.650315881E-1,9.890447617E0
5.576655120E0,2.621650994E-1,5.686228871E-1,9.892841339E0
5.586654136E0,2.681505978E-1,5.626373887E-1,9.886856079E0
5.596667548E0,2.693476975E-1,5.710170865E-1,9.890447617E0
5.606715908E0,2.621650994E-1,5.638344884E-1,9.890447617E0
5.616681588E0,2.729389966E-1,5.554547906E-1,9.896432877E0
5.626667486E0,2.717418969E-1,5.590460896E-1,9.889249802E0
5.636673069E0,2.705447972E-1,5.674257874E-1,9.891644478E0
5.646668130E0,2.585737705E-1,5.674257874E-1,9.886856079E0
5.656659237E0,2.645592988E-1,5.638344884E-1,9.885659218E0
5.666666156E0,2.621650994E-1,5.590460896E-1,9.894038200E0
5.676662693E0,2.741360962E-1,5.566518903E-1,9.898826599E0
5.686674192E0,2.669534981E-1,5.614402890E-1,9.883264542E0
5.696673595E0,2.657563984E-1,5.590460896E-1,9.888052940E0
5.706687393E0,2.693476975E-1,5.650315881E-1,9.894038200E0
5.716677638E0,2.765302956E-1,5.662286878E-1,9.882067680E0
5.726665165E0,2.693476975E-1,5.602431893E-1,9.885659218E0
5.736660447E0,2.693476975E-1,5.614402890E-1,9.898826599E0
5.746697588E0,2.729389966E-1,5.626373887E-1,9.896432877E0
5.756683082E0,2.669534981E-1,5.590460896E-1,9.891644478E0
5.766667156E0,2.741360962E-1,5.650315881E-1,9.883264542E0
5.776656039E0,2.669534981E-1,5.566518903E-1,9.890447617E0
5.786695750E0,2.669534981E-1,5.674257874E-1,9.894038200E0
5.796689759E0,2.717418969E-1,5.650315881E-1,9.904812813E0
5.806675071E0,2.741360962E-1,5.626373887E-1,9.894038200E0
5.816660727E0,2.681505978E-1,5.686228871E-1,9.891644478E0
5.826680574E0,2.669534981E-1,5.590460896E-1,9.892841339E0
5.836673209E0,2.729389966E-1,5.554547906E-1,9.894038200E0
5.846663623E0,2.681505978E-1,5.626373887E-1,9.891644478E0
5.856656715E0,2.693476975E-1,5.614402890E-1,9.888052940E0
5.866690588E0,2.777273953E-1,5.638344884E-1,9.897629738E0
5.876674563E0,2.657563984E-1,5.626373887E-1,9.902418137E0
5.886668935E0,2.633621991E-1,5.590460896E-1,9.891644478E0
5.896663005E0,2.633621991E-1,5.638344884E-1,9.883264542E0
5.906654636E0,2.669534981E-1,5.626373887E-1,9.883264542E0
5.916696183E0,2.705447972E-1,5.626373887E-1,9.889249802E0
5.926671245E0,2.645592988E-1,5.626373887E-1,9.903614998E0
5.936675218E0,2.597708702E-1,5.482721925E-1,9.895236015E0
5.946675051E0,2.621650994E-1,5.578489900E-1,9.895236015E0
5.956669082E0,2.681505978E-1,5.602431893E-1,9.900024414E0
5.966658021E0,2.669534981E-1,5.602431893E-1,9.891644478E0
5.976677875E0,2.669534981E-1,5.638344884E-1,9.883264542E0
5.986673225E0,2.633621991E-1,5.530605912E-1,9.902418137E0
5.996671823E0,2.693476975E-1,5.698199868E-1,9.884461403E0
6.006667911E0,2.681505978E-1,5.578489900E-1,9.888052940E0
6.016659262E0,2.645592988E-1,5.698199868E-1,9.888052940E0
6.026655226E0,2.681505978E-1,5.626373887E-1,9.889249802E0
6.036659593E0,2.789244950E-1,5.626373887E-1,9.894038200E0
6.046655103E0,2.693476975E-1,5.626373887E-1,9.878476143E0
6.056652185E0,2.657563984E-1,5.686228871E-1,9.895236015E0
6.066691726E0,2.681505978E-1,5.614402890E-1,9.895236015E0
6.076674612E0,2.633621991E-1,5.638344884E-1,9.884461403E0
6.086706748E0,2.753331959E-1,5.578489900E-1,9.889249802E0
6.096717258E0,2.801215947E-1,5.662286878E-1,9.898826599E0
6.106682455E0,2.825157940E-1,5.614402890E-1,9.886856079E0
6.116678631E0,2.753331959E-1,5.686228871E-1,9.892841339E0
6.126671969E0,2.789244950E-1,5.626373887E-1,9.901221275E0
6.136672291E0,2.741360962E-1,5.614402890E-1,9.891644478E0
6.146703664E0,2.669534981E-1,5.662286878E-1,9.890447617E0
6.156692466E0,2.789244950E-1,5.602431893E-1,9.900024414E0
6.166670001E0,2.705447972E-1,5.662286878E-1,9.883264542E0
6.176662711E0,2.705447972E-1,5.626373887E-1,9.888052940E0
6.186661085E0,2.681505978E-1,5.614402890E-1,9.894038200E0
6.196675599E0,2.657563984E-1,5.602431893E-1,9.897629738E0
6.206716472E0,2.705447972E-1,5.686228871E-1,9.892841339E0
6.216776504E0,2.669534981E-1,5.674257874E-1,9.892841339E0
6.226713809E0,2.705447972E-1,5.626373887E-1,9.902418137E0
6.236721865E0,2.645592988E-1,5.626373887E-1,9.904812813E0
6.246696605E0,2.609679997E-1,5.638344884E-1,9.892841339E0
6.256675706E0,2.681505978E-1,5.650315881E-1,9.894038200E0
6.266675660E0,2.561795712E-1,5.638344884E-1,9.892841339E0
6.276687348E0,2.765302956E-1,5.674257874E-1,9.877279282E0
6.286682808E0,2.669534981E-1,5.638344884E-1,9.888052940E0
6.296695557E0,2.621650994E-1,5.602431893E-1,9.897629738E0
6.306669720E0,2.705447972E-1,5.602431893E-1,9.900024414E0
6.316697994E0,2.597708702E-1,5.626373887E-1,9.886856079E0
6.326710035E0,2.705447972E-1,5.590460896E-1,9.892841339E0
6.336687632E0,2.681505978E-1,5.686228871E-1,9.885659218E0
6.346704411E0,2.681505978E-1,5.662286878E-1,9.890447617E0
6.356708878E0,2.741360962E-1,5.650315881E-1,9.898826599E0
6.366683380E0,2.693476975E-1,5.686228871E-1,9.883264542E0
6.376666439E0,2.693476975E-1,5.614402890E-1,9.889249802E0
6.386684046E0,2.681505978E-1,5.686228871E-1,9.892841339E0
6.396682426E0,2.609679997E-1,5.650315881E-1,9.898826599E0
6.407140731E0,2.765302956E-1,5.626373887E-1,9.895236015E0
6.416898326E0,2.717418969E-1,5.554547906E-1,9.900024414E0
6.426773547E0,2.729389966E-1,5.578489900E-1,9.884461403E0
6.436718350E0,2.669534981E-1,5.614402890E-1,9.889249802E0
6.446693174E0,2.645592988E-1,5.602431893E-1,9.891644478E0
6.456680259E0,2.693476975E-1,5.638344884E-1,9.908403397E0
6.466665167E0,2.705447972E-1,5.566518903E-1,9.888052940E0
6.476670890E0,2.633621991E-1,5.614402890E-1,9.878476143E0
6.486674233E0,2.681505978E-1,5.662286878E-1,9.878476143E0
6.496679096E0,2.669534981E-1,5.638344884E-1,9.892841339E0
6.506663374E0,2.717418969E-1,5.530605912E-1,9.898826599E0
6.516687994E0,2.729389966E-1,5.542576909E-1,9.892841339E0
6.526663131E0,2.705447972E-1,5.566518903E-1,9.867702484E0
6.536648584E0,2.681505978E-1,5.614402890E-1,9.882067680E0
6.546650176E0,2.693476975E-1,5.602431893E-1,9.897629738E0
6.556640029E0,2.633621991E-1,5.590460896E-1,9.897629738E0
6.566637014E0,2.741360962E-1,5.614402890E-1,9.891644478E0
6.576639775E0,2.633621991E-1,5.638344884E-1,9.892841339E0
6.586639098E0,2.705447972E-1,5.638344884E-1,9.886856079E0
6.596641029E0,2.609679997E-1,5.638344884E-1,9.885659218E0
6.606639975E0,2.657563984E-1,5.590460896E-1,9.891644478E0
6.616638640E0,2.597708702E-1,5.638344884E-1,9.883264542E0
6.626639300E0,2.645592988E-1,5.602431893E-1,9.892841339E0
6.636641014E0,2.621650994E-1,5.650315881E-1,9.901221275E0
6.646642083E0,2.669534981E-1,5.650315881E-1,9.898826599E0
6.656636156E0,2.741360962E-1,5.614402890E-1,9.895236015E0
6.666648116E0,2.657563984E-1,5.602431893E-1,9.883264542E0
6.676656346E0,2.741360962E-1,5.650315881E-1,9.886856079E0
6.686643768E0,2.609679997E-1,5.650315881E-1,9.876082420E0
6.696660537E0,2.633621991E-1,5.698199868E-1,9.886856079E0
6.706647575E0,2.645592988E-1,5.626373887E-1,9.891644478E0
6.716642267E0,2.657563984E-1,5.614402890E-1,9.890447617E0
6.726645133E0,2.681505978E-1,5.602431893E-1,9.888052940E0
6.736657142E0,2.669534981E-1,5.650315881E-1,9.896432877E0
6.746660243E0,2.717418969E-1,5.686228871E-1,9.890447617E0
6.756657755E0,2.669534981E-1,5.578489900E-1,9.882067680E0
6.766659261E0,2.669534981E-1,5.614402890E-1,9.889249802E0
6.776654687E0,2.693476975E-1,5.602431893E-1,9.897629738E0
6.786653862E0,2.633621991E-1,5.722141862E-1,9.876082420E0
6.796687699E0,2.657563984E-1,5.686228871E-1,9.880870819E0
6.806681387E0,2.777273953E-1,5.638344884E-1,9.900024414E0
6.816667423E0,2.609679997E-1,5.626373887E-1,9.886856079E0
6.826662845E0,2.585737705E-1,5.554547906E-1,9.880870819E0
6.836661171E0,2.705447972E-1,5.614402890E-1,9.891644478E0
6.846666834E0,2.681505978E-1,5.650315881E-1,9.883264542E0
6.856664320E0,2.657563984E-1,5.662286878E-1,9.890447617E0
6.866658371E0,2.681505978E-1,5.650315881E-1,9.888052940E0
6.876677934E0,2.741360962E-1,5.710170865E-1,9.888052940E0
6.886693716E0,2.681505978E-1,5.638344884E-1,9.883264542E0
6.896675203E0,2.717418969E-1,5.554547906E-1,9.889249802E0
6.906668600E0,2.729389966E-1,5.686228871E-1,9.888052940E0
6.916668453E0,2.609679997E-1,5.578489900E-1,9.890447617E0
6.926672225E0,2.645592988E-1,5.734112859E-1,9.886856079E0
6.936665515E0,2.669534981E-1,5.578489900E-1,9.879673004E0
6.946656891E0,2.657563984E-1,5.602431893E-1,9.884461403E0
6.956652329E0,2.633621991E-1,5.578489900E-1,9.872490883E0
6.966659913E0,2.597708702E-1,5.602431893E-1,9.889249802E0
6.976658398E0,2.609679997E-1,5.566518903E-1,9.882067680E0
6.986649909E0,2.693476975E-1,5.674257874E-1,9.892841339E0
6.996649569E0,2.741360962E-1,5.578489900E-1,9.895236015E0
7.006654726E0,2.669534981E-1,5.626373887E-1,9.878476143E0
7.016686804E0,2.729389966E-1,5.662286878E-1,9.876082420E0
7.026675920E0,2.621650994E-1,5.710170865E-1,9.889249802E0
7.036664863E0,2.681505978E-1,5.602431893E-1,9.879673004E0
7.046963142E0,2.597708702E-1,5.662286878E-1,9.891644478E0
7.056815224E0,2.717418969E-1,5.578489900E-1,9.876082420E0
7.066734669E0,2.717418969E-1,5.626373887E-1,9.884461403E0
7.076721218E0,2.573766708E-1,5.674257874E-1,9.888052940E0
7.086690416E0,2.633621991E-1,5.674257874E-1,9.870096207E0
7.096669630E0,2.657563984E-1,5.578489900E-1,9.902418137E0
7.106663814E0,2.645592988E-1,5.602431893E-1,9.892841339E0
7.116666560E0,2.597708702E-1,5.614402890E-1,9.886856079E0
7.126665683E0,2.729389966E-1,5.650315881E-1,9.878476143E0
7.136667763E0,2.681505978E-1,5.722141862E-1,9.888052940E0
7.146701265E0,2.669534981E-1,5.662286878E-1,9.896432877E0
7.156708112E0,2.681505978E-1,5.626373887E-1,9.888052940E0
7.166699420E0,2.753331959E-1,5.566518903E-1,9.896432877E0
7.176711978E0,2.645592988E-1,5.518634915E-1,9.876082420E0
7.186684026E0,2.741360962E-1,5.674257874E-1,9.884461403E0
7.196724127E0,2.669534981E-1,5.566518903E-1,9.879673004E0
7.206689832E0,2.729389966E-1,5.614402890E-1,9.886856079E0
7.216675338E0,2.645592988E-1,5.686228871E-1,9.886856079E0
7.226661706E0,2.705447972E-1,5.614402890E-1,9.883264542E0
7.236660160E0,2.741360962E-1,5.650315881E-1,9.892841339E0
7.246728810E0,2.597708702E-1,5.698199868E-1,9.880870819E0
7.256687808E0,2.657563984E-1,5.626373887E-1,9.889249802E0
7.266677134E0,2.621650994E-1,5.614402890E-1,9.885659218E0
7.276688931E0,2.621650994E-1,5.710170865E-1,9.879673004E0
7.286668657E0,2.585737705E-1,5.578489900E-1,9.883264542E0
7.296711058E0,2.681505978E-1,5.674257874E-1,9.894038200E0
7.306683989E0,2.705447972E-1,5.674257874E-1,9.891644478E0
7.316709359E0,2.633621991E-1,5.638344884E-1,9.894038200E0
7.326684871E0,2.681505978E-1,5.602431893E-1,9.886856079E0
7.336664838E0,2.669534981E-1,5.602431893E-1,9.886856079E0
7.346677475E0,2.633621991E-1,5.734112859E-1,9.884461403E0
7.356684236E0,2.621650994E-1,5.650315881E-1,9.890447617E0
7.366693194E0,2.597708702E-1,5.602431893E-1,9.879673004E0
7.376707788E0,2.669534981E-1,5.614402890E-1,9.880870819E0
7.386680277E0,2.705447972E-1,5.650315881E-1,9.888052940E0
7.396694060E0,2.765302956E-1,5.542576909E-1,9.895236015E0
7.406682163E0,2.645592988E-1,5.650315881E-1,9.894038200E0
7.416686734E0,2.669534981E-1,5.602431893E-1,9.883264542E0
7.426667558E0,2.645592988E-1,5.650315881E-1,9.888052940E0
7.436666835E0,2.705447972E-1,5.686228871E-1,9.885659218E0
7.446662243E0,2.765302956E-1,5.614402890E-1,9.882067680E0
7.456663370E0,2.633621991E-1,5.650315881E-1,9.891644478E0
7.466669222E0,2.657563984E-1,5.554547906E-1,9.885659218E0
7.476663571E0,2.705447972E-1,5.542576909E-1,9.871294022E0
7.486664707E0,2.681505978E-1,5.650315881E-1,9.883264542E0
7.496660045E0,2.765302956E-1,5.662286878E-1,9.903614998E0
7.506667483E0,2.573766708E-1,5.698199868E-1,9.902418137E0
7.516669086E0,2.633621991E-1,5.614402890E-1,9.889249802E0
7.526665849E0,2.681505978E-1,5.614402890E-1,9.888052940E0
7.536664269E0,2.645592988E-1,5.626373887E-1,9.867702484E0
7.546658479E0,2.669534981E-1,5.674257874E-1,9.874884605E0
7.556656450E0,2.765302956E-1,5.686228871E-1,9.886856079E0
7.566661281E0,2.645592988E-1,5.554547906E-1,9.874884605E0
7.576663601E0,2.729389966E-1,5.626373887E-1,9.871294022E0
7.586666145E0,2.741360962E-1,5.722141862E-1,9.891644478E0
7.596662225E0,2.657563984E-1,5.650315881E-1,9.867702484E0
7.606665207E0,2.693476975E-1,5.614402890E-1,9.872490883E0
7.616660621E0,2.765302956E-1,5.626373887E-1,9.889249802E0
7.626658809E0,2.633621991E-1,5.662286878E-1,9.880870819E0
7.636664519E0,2.729389966E-1,5.530605912E-1,9.885659218E0
7.646660201E0,2.693476975E-1,5.650315881E-1,9.894038200E0
7.656664349E0,2.693476975E-1,5.602431893E-1,9.890447617E0
7.666671404E0,2.609679997E-1,5.650315881E-1,9.868899345E0
7.676667720E0,2.633621991E-1,5.650315881E-1,9.878476143E0
7.686695166E0,2.597708702E-1,5.662286878E-1,9.892841339E0
7.696679639E0,2.561795712E-1,5.650315881E-1,9.897629738E0
7.706674741E0,2.621650994E-1,5.590460896E-1,9.896432877E0
7.716676927E0,2.597708702E-1,5.626373887E-1,9.879673004E0
7.727018885E0,2.741360962E-1,5.626373887E-1,9.865307808E0
7.736838922E0,2.705447972E-1,5.734112859E-1,9.876082420E0
7.746746921E0,2.693476975E-1,5.674257874E-1,9.895236015E0
7.756694825E0,2.813186944E-1,5.494692922E-1,9.900024414E0
7.766713430E0,2.681505978E-1,5.518634915E-1,9.885659218E0
7.776684175E0,2.765302956E-1,5.578489900E-1,9.878476143E0
7.786669067E0,2.765302956E-1,5.686228871E-1,9.877279282E0
7.796663628E0,2.681505978E-1,5.698199868E-1,9.883264542E0
7.806661159E0,2.693476975E-1,5.554547906E-1,9.898826599E0
7.816659597E0,2.657563984E-1,5.590460896E-1,9.879673004E0
7.826653413E0,2.621650994E-1,5.662286878E-1,9.873687744E0
7.836667474E0,2.597708702E-1,5.626373887E-1,9.876082420E0
7.846663966E0,2.597708702E-1,5.722141862E-1,9.894038200E0
7.856663462E0,2.681505978E-1,5.770025849E-1,9.900024414E0
7.866692499E0,2.597708702E-1,5.650315881E-1,9.895236015E0
7.876699883E0,2.657563984E-1,5.578489900E-1,9.883264542E0
7.886687440E0,2.741360962E-1,5.686228871E-1,9.895236015E0
7.896667834E0,2.717418969E-1,5.638344884E-1,9.895236015E0
7.906665454E0,2.765302956E-1,5.614402890E-1,9.886856079E0
7.916696187E0,2.789244950E-1,5.566518903E-1,9.862914085E0
7.926676169E0,2.645592988E-1,5.590460896E-1,9.861717224E0
7.936666179E0,2.645592988E-1,5.662286878E-1,9.883264542E0
7.946656165E0,2.597708702E-1,5.650315881E-1,9.908403397E0
7.956652177E0,2.681505978E-1,5.602431893E-1,9.892841339E0
7.966692241E0,2.537853718E-1,5.614402890E-1,9.871294022E0
7.976677869E0,2.585737705E-1,5.686228871E-1,9.883264542E0
7.986671010E0,2.657563984E-1,5.710170865E-1,9.900024414E0
7.996691677E0,2.657563984E-1,5.662286878E-1,9.882067680E0
8.006674799E0,2.633621991E-1,5.650315881E-1,9.882067680E0
8.016694725E0,2.705447972E-1,5.614402890E-1,9.878476143E0
8.026680900E0,2.669534981E-1,5.542576909E-1,9.860519409E0
8.036667775E0,2.753331959E-1,5.650315881E-1,9.882067680E0
8.046660790E0,2.729389966E-1,5.686228871E-1,9.911994934E0
8.056656259E0,2.729389966E-1,5.518634915E-1,9.901221275E0
8.066656647E0,2.657563984E-1,5.518634915E-1,9.866505623E0
8.076654553E0,2.729389966E-1,5.686228871E-1,9.879673004E0
8.086661390E0,2.645592988E-1,5.698199868E-1,9.888052940E0
8.096661328E0,2.585737705E-1,5.710170865E-1,9.880870819E0
8.106659374E0,2.597708702E-1,5.638344884E-1,9.901221275E0
8.116687378E0,2.633621991E-1,5.614402890E-1,9.889249802E0
8.126666284E0,2.609679997E-1,5.614402890E-1,9.873687744E0
8.136671948E0,2.573766708E-1,5.614402890E-1,9.889249802E0
8.146671549E0,2.573766708E-1,5.638344884E-1,9.892841339E0
8.156697273E0,2.609679997E-1,5.698199868E-1,9.883264542E0
8.166716558E0,2.621650994E-1,5.614402890E-1,9.868899345E0
8.176784278E0,2.741360962E-1,5.590460896E-1,9.883264542E0
8.186720695E0,2.813186944E-1,5.674257874E-1,9.879673004E0
8.196689173E0,2.753331959E-1,5.650315881E-1,9.891644478E0
