"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.206672883E0,-1.987187415E-1,9.229647517E-1,9.156624794E0
9.216750421E0,2.346317619E-1,1.089361787E0,9.589975357E0
9.226657190E0,4.333505034E-1,1.027112484E0,1.010592556E1
9.236674690E0,5.015852451E-1,7.374141216E-1,9.457097054E0
9.246716921E0,7.757213712E-1,7.960720658E-1,9.477447510E0
9.256720075E0,6.835445762E-1,9.397241473E-1,9.498994827E0
9.266678075E0,-1.065419763E-1,8.008604646E-1,9.320627213E0
9.276669921E0,-4.788403511E-1,5.901707411E-1,9.640253067E0
9.286668114E0,-3.471592367E-1,7.278373241E-1,9.396044731E0
9.296674690E0,-6.021417379E-1,6.500257850E-1,8.953117371E0
9.306671998E0,-1.029506683E0,5.231330991E-1,9.224859238E0
9.316728690E0,-8.439561129E-1,7.182605267E-1,1.000058079E1
9.327089421E0,-2.920926213E-1,8.212111592E-1,1.001374817E1
9.339337421E0,-1.392228246E0,6.643909812E-1,8.543708801E0
9.356723190E0,-4.836287498E-1,9.576807022E-1,9.200917244E0
9.366752844E0,3.711012602E-1,1.101332784E0,8.985439301E0
9.377012075E0,8.403648138E-1,1.262941360E0,9.524134636E0
9.386667690E0,7.398083210E-1,1.134851575E0,1.025197124E1
9.396656806E0,7.553706169E-1,1.082179189E0,1.097142887E1
9.406684998E0,1.233013868E-1,3.806780577E-1,1.140956783E1
9.416681921E0,-8.140285611E-1,1.436521020E-2,9.834183693E0
9.426658536E0,-2.239775658E0,3.387795389E-1,7.946355343E0
9.436727652E0,3.591302549E-3,1.222239971E0,8.141483307E0
9.446659229E0,1.539471745E0,1.400607944E0,8.742427826E0
9.456664075E0,1.059434295E0,8.942343593E-1,9.024943352E0
9.466671152E0,7.445967197E-1,6.500257850E-1,1.012747288E1
9.476659883E0,2.334346771E0,9.876081944E-1,9.593565941E0
9.486665306E0,1.687912226E0,9.229647517E-1,9.992200851E0
9.496666190E0,1.699883193E-1,5.626374111E-2,1.071046162E1
9.506665036E0,-3.878606856E-1,-6.835445762E-1,9.805453300E0
9.516684767E0,-1.218648672E0,-5.327098966E-1,8.637083054E0
9.526713690E0,-1.119289279E0,-5.339069963E-1,8.969876289E0
9.536677921E0,-5.626373887E-1,-7.517793179E-1,9.920374870E0
9.546657306E0,3.938461840E-1,-6.931213737E-1,1.032619190E1
9.556661959E0,4.417302012E-1,-7.769184709E-1,1.036689377E1
9.566676036E0,8.271966577E-1,-4.944026470E-1,1.010233402E1
9.576682575E0,1.072602391E0,-2.968810201E-1,1.083974838E1
9.586695959E0,1.705868721E0,-7.074866295E-1,1.170884323E1
9.596670844E0,1.307234168E0,-3.986345828E-1,1.145505810E1
9.606666421E0,6.943184733E-1,-2.908954918E-1,1.017176628E1
9.616742229E0,3.375824392E-1,-6.332663298E-1,9.414001465E0
9.626667152E0,-2.992752194E-1,-7.601590157E-1,8.993818283E0
9.636666498E0,-3.327940404E-1,-4.548983276E-1,8.273163795E0
9.646663229E0,-1.017535701E-1,-4.094084799E-1,8.101978302E0
9.656670075E0,8.140286058E-2,-3.244143426E-1,8.437167168E0
9.666733075E0,4.153940082E-1,-3.687070608E-1,9.458293915E0
9.676681152E0,1.203086376E0,-1.508347094E-1,1.112824917E1
9.686758498E0,2.414552450E0,1.328781992E-1,1.224993324E1
9.696664652E0,3.025073767E0,2.023100406E-1,1.270243740E1
9.706664575E0,2.537853718E0,2.777273953E-1,1.269166279E1
9.716693844E0,1.480813742E0,4.920084476E-1,1.099776554E1
9.726726190E0,1.019929886E0,7.242460251E-1,9.131484985E0
9.736684113E0,8.822633028E-1,4.788403511E-1,8.021772385E0
9.746659882E0,3.196259141E-1,-3.651157618E-1,7.885303497E0
9.756668036E0,9.337386489E-2,-5.410895944E-1,8.538920403E0
9.766694998E0,-2.310404629E-1,-6.655880809E-1,9.404424667E0
9.776674229E0,-6.584054977E-2,-8.607155085E-1,1.038245583E1
9.786674652E0,2.765302956E-1,-6.440402865E-1,1.109712505E1
9.796663729E0,5.482721925E-1,-3.806780577E-1,1.108515358E1
9.806671459E0,4.776432514E-1,-5.865794048E-2,1.059793377E1
9.816735267E0,2.489969730E-1,4.010287821E-1,1.006282997E1
9.826672844E0,2.789244950E-1,6.129156351E-1,9.837775230E0
9.836682652E0,6.069301367E-1,4.022258818E-1,1.023640919E1
9.846670652E0,6.775590777E-1,2.573766708E-1,1.025675964E1
9.856675152E0,9.313444495E-1,1.496376097E-1,1.082897472E1
9.866668959E0,1.266532660E0,2.956839204E-1,1.072722054E1
9.876670152E0,6.500257850E-1,5.386953950E-1,1.014902115E1
9.886696767E0,-3.555389643E-1,5.686228871E-1,1.007480049E1
9.896684421E0,-6.727706790E-1,1.209071875E-1,1.016697788E1
9.906666728E0,-1.292868853E-1,-3.926490843E-1,1.039442635E1
9.916734498E0,7.852981687E-1,-4.189853072E-1,1.025915432E1
9.926714344E0,7.577648163E-1,-1.448491961E-1,1.000417137E1
9.936731728E0,4.189853072E-1,-6.703764945E-2,9.443928719E0
9.946717805E0,5.985504389E-2,-6.021417379E-1,9.191340446E0
9.956713036E0,-4.848258495E-1,1.436521020E-2,8.804677010E0
9.966871305E0,-5.315127969E-1,1.265335560E0,8.937555313E0
9.976684113E0,-8.259996027E-2,2.197877169E0,9.415198326E0
9.986678613E0,5.913678408E-1,2.456450939E0,9.780313492E0
9.996661190E0,9.337386489E-1,2.130839586E0,9.950302124E0
1.000666534E1,6.332663298E-1,2.100912094E0,1.058835697E1
1.001666546E1,-9.576806426E-2,2.159569979E0,1.048660374E1
1.002667211E1,-2.896983922E-1,1.906981707E0,8.779537201E0
1.003667396E1,-5.506663918E-1,1.498770237E0,8.022970200E0
1.004671415E1,-5.291185975E-1,1.109712481E0,7.728483200E0
1.005666158E1,-4.165911078E-1,6.500257850E-1,8.149862289E0
1.006667308E1,-2.873041928E-1,5.386953950E-1,8.421604156E0
1.007666777E1,-2.896983922E-1,7.589619160E-1,8.128314972E0
1.008668157E1,4.165911078E-1,1.255758762E0,9.220070839E0
1.009668792E1,6.679822803E-1,1.148019671E0,1.037647057E1
1.010667957E1,9.109937549E-1,9.193734527E-1,1.137964058E1
1.011667381E1,1.217451572E0,4.788403511E-1,1.234091282E1
1.012671546E1,1.001973391E0,1.436520964E-1,1.213142014E1
1.013674273E1,2.705447972E-1,7.422025502E-2,1.169328117E1
1.014667500E1,1.256955862E-1,1.891419291E-1,1.175912189E1
1.015666811E1,3.363853395E-1,1.005564705E-1,1.082538319E1
1.016669538E1,-3.711012751E-2,-6.703764945E-2,8.869319916E0
1.017669742E1,-1.061828494E0,1.436520964E-1,8.517372131E0
1.018667223E1,-4.740519226E-1,8.391677141E-1,8.340201378E0
1.019666088E1,1.556231081E-2,1.083376288E0,8.137891769E0
1.020667019E1,6.488286853E-1,1.562216640E0,8.367734909E0
1.021675234E1,4.477157295E-1,2.038662672E0,8.151060104E0
1.022674411E1,1.747767180E-1,1.765723705E0,8.297105789E0
1.023672227E1,3.639186621E-1,1.246181965E0,8.688557625E0
1.024673096E1,3.854664862E-1,8.259995580E-1,9.132682800E0
1.025672338E1,5.566518903E-1,6.655880809E-1,9.769539833E0
1.026672192E1,6.919242740E-1,7.326257229E-1,1.004726696E1
1.027666804E1,7.673416734E-1,8.032546639E-1,9.931148529E0
1.028672734E1,5.877765417E-1,8.391677141E-1,9.939528465E0
1.029666623E1,8.403648138E-1,9.552865028E-1,1.027591324E1
1.030669865E1,9.720458984E-1,1.057040095E0,1.026035118E1
1.031667892E1,8.583213091E-1,7.254431248E-1,1.006163311E1
1.032672669E1,8.930372596E-1,9.816227108E-2,9.847352028E0
1.033669400E1,1.535880446E0,-2.418143749E-1,9.771934509E0
1.034667557E1,7.505822182E-1,-5.386953801E-2,1.013585281E1
1.035667527E1,-5.506663769E-2,1.987187415E-1,9.465476036E0
1.036673796E1,-1.388636976E-1,3.519476354E-1,9.528923035E0
1.037666573E1,1.604115069E-1,4.537012279E-1,9.786299706E0
1.038668984E1,6.584054828E-1,7.326257229E-1,9.901221275E0
1.039668884E1,7.278373241E-1,7.314286232E-1,1.017416000E1
1.040667219E1,1.034295082E0,7.003039718E-1,1.100255394E1
1.041674757E1,5.770025849E-1,3.842693865E-1,1.025675964E1
1.042714911E1,8.978256583E-2,4.321534038E-1,9.539696693E0
1.043667531E1,-1.316810958E-2,6.440402865E-1,1.016458321E1
1.044666507E1,-5.470750928E-1,-2.394201700E-3,1.129943466E1
1.045674573E1,-1.017535701E-1,-8.882488012E-1,1.078707600E1
1.046667054E1,-3.232172132E-2,-1.217451572E0,1.025915432E1
1.047666400E1,9.935937077E-2,-9.265560508E-1,9.777919769E0
1.048666892E1,1.604115069E-1,-6.548141837E-1,9.566033363E0
1.049667011E1,4.884171486E-1,-5.087678432E-1,9.776722908E0
1.050668742E1,9.026140571E-1,-3.531447649E-1,1.002452278E1
1.051667461E1,8.918401599E-1,-3.794809580E-1,9.860519409E0
1.052667761E1,4.955997467E-1,-4.656722248E-1,9.520543098E0
1.053673669E1,2.741360962E-1,-5.398924947E-1,9.165003777E0
1.054671054E1,4.668693244E-1,-5.650315881E-1,8.811859131E0
1.055666304E1,8.427590132E-1,-5.925649405E-1,8.672995567E0
1.056672746E1,1.148019671E0,-6.823474765E-1,8.713697433E0
1.057666804E1,1.327584863E0,-7.553706169E-1,8.841787338E0
1.058674300E1,1.429338455E0,-7.206547260E-1,9.012971878E0
1.059668411E1,1.497573137E0,-6.488286853E-1,9.454702377E0
1.060667384E1,1.480813742E0,-6.248866320E-1,9.836577415E0
1.061674992E1,1.358709455E0,-6.907271743E-1,9.941922188E0
1.062668346E1,9.469067454E-1,-7.900865674E-1,1.015500641E1
1.063667727E1,4.812345505E-1,-9.241618514E-1,1.038125896E1
1.064667873E1,-4.788403399E-3,-1.107318282E0,1.070806694E1
1.065667088E1,2.717418969E-1,-1.109712481E0,1.125873375E1
1.066667631E1,6.045359373E-1,-1.011550188E0,1.079665279E1
1.067673465E1,4.860229492E-1,-9.062053561E-1,9.921571732E0
1.068667677E1,5.315127969E-1,-6.428431273E-1,9.557653427E0
1.069667750E1,8.176198602E-1,-4.393360019E-1,9.629479408E0
1.070668992E1,1.151610970E0,-3.998316824E-1,9.803058624E0
1.071667507E1,1.392228246E0,-4.237737060E-1,9.929951668E0
1.072666581E1,1.447294950E0,-4.680664241E-1,9.852140427E0
1.073673396E1,9.911994934E-1,-8.499415964E-2,9.544485092E0
1.074670119E1,1.073799491E0,1.807622313E-1,9.405621529E0
1.075667407E1,1.290474772E0,1.675941199E-1,9.516951561E0
1.076668330E1,1.467645645E0,-2.873042040E-2,1.006881523E1
1.077666377E1,1.587355733E0,-2.849099934E-1,1.068173122E1
1.078673492E1,1.407790542E0,-5.267243981E-1,1.144188976E1
1.079669880E1,1.420958757E0,-4.584896266E-1,1.286643982E1
1.080667846E1,1.379060149E0,-2.298433632E-1,1.323514652E1
1.081667738E1,9.277531505E-1,-1.424549967E-1,1.278623390E1
1.082667257E1,7.481880188E-1,-1.364694983E-1,1.245822811E1
1.083666065E1,9.935936928E-1,-1.699883193E-1,1.194706631E1
1.084666634E1,1.400607944E0,-2.561795712E-1,1.117134476E1
1.085667080E1,1.565807939E0,-2.489969730E-1,1.071525002E1
1.086672392E1,1.618480325E0,-5.386953801E-2,1.084333992E1
1.087668192E1,1.727416515E0,1.412578970E-1,1.126591587E1
1.088671004E1,1.806425214E0,1.663970202E-1,1.180461121E1
1.089667777E1,1.993172884E0,2.801215947E-1,1.222359657E1
1.090677077E1,2.468421936E0,6.344634295E-1,1.239119053E1
1.091667180E1,3.114856482E0,1.086967587E0,1.276229191E1
1.092667300E1,3.780444384E0,1.565807939E0,1.370919895E1
1.093669488E1,4.411316395E0,1.861491799E0,1.511579227E1
1.094666827E1,4.321534157E0,1.851915002E0,1.561378670E1
1.095668238E1,3.796006680E0,1.667561531E0,1.576342392E1
1.096666369E1,3.384204149E0,1.631648421E0,1.484045887E1
1.097671065E1,2.953247786E0,1.869871497E0,1.358110905E1
1.098672169E1,2.740163803E0,2.207453966E0,1.300769806E1
1.099672642E1,3.021482468E0,2.627636433E0,1.339316463E1
1.100673381E1,3.701435804E0,3.147178173E0,1.437478733E1
1.101666619E1,4.062960148E0,3.448847532E0,1.559582996E1
1.102666811E1,3.958812475E0,3.538630009E0,1.641225243E1
1.103672661E1,3.470395327E0,3.706224203E0,1.646971321E1
1.104664769E1,2.877830505E0,3.842693806E0,1.593221474E1
1.105668173E1,2.628833532E0,3.845088005E0,1.569159794E1
1.106670130E1,3.124433279E0,3.675099611E0,1.569399261E1
1.107664234E1,3.153163671E0,3.682282209E0,1.565089607E1
1.108665488E1,3.338714361E0,3.705027103E0,1.565927601E1
1.109668031E1,3.588908434E0,3.585317135E0,1.549287891E1
1.110669411E1,3.624821424E0,3.361459255E0,1.526662731E1
1.111669530E1,3.697844505E0,3.189076662E0,1.502481270E1
1.112664350E1,3.659537315E0,2.978386879E0,1.471476364E1
1.113668354E1,3.792415380E0,2.798821688E0,1.452921295E1
1.114667415E1,4.049792290E0,2.681505919E0,1.420240402E1
1.115663973E1,4.062960148E0,2.585737944E0,1.361582470E1
1.116668250E1,3.971980572E0,2.534262419E0,1.302326012E1
1.117668019E1,3.772064686E0,2.347514868E0,1.238400841E1
1.118666457E1,3.488351822E0,2.102109194E0,1.177588081E1
1.119666907E1,3.296815634E0,2.063801765E0,1.117972469E1
1.120666611E1,3.246537447E0,2.375048161E0,1.049258900E1
1.121671023E1,3.424905539E0,2.870647907E0,9.470264435E0
1.122666734E1,3.301604033E0,3.128024578E0,8.591592789E0
1.123672592E1,2.906560898E0,3.168725967E0,8.248024940E0
1.124671584E1,2.448071241E0,3.128024578E0,8.462306023E0
1.125672392E1,2.234987259E0,3.117250681E0,8.783128738E0
1.126671430E1,2.195482969E0,3.025073767E0,9.119514465E0
1.127673096E1,2.633621931E0,2.779668093E0,8.608352661E0
1.128672515E1,2.322375536E0,3.144783974E0,8.791508675E0
1.129666669E1,1.823184609E0,3.885789394E0,9.133879662E0
1.130667596E1,1.634042621E0,4.390965939E0,9.249998093E0
1.131672646E1,1.958456993E0,4.571728230E0,9.373299599E0
1.132666484E1,2.462436438E0,4.687847137E0,9.188945770E0
1.133667738E1,2.686294317E0,4.856637955E0,9.030928612E0
1.134667080E1,2.738966703E0,5.154716492E0,8.425195694E0
1.135668069E1,2.461239338E0,5.270834923E0,7.430405140E0
1.136666523E1,1.758541107E0,4.944026470E0,6.364984989E0
1.137672815E1,9.289502501E-1,4.490325451E0,5.079298973E0
1.138669277E1,2.262520641E-1,4.718971729E0,5.023035049E0
1.139668642E1,3.651157618E-1,5.088875771E0,5.566518784E0
1.140666377E1,6.596025825E-1,5.194220543E0,6.412869453E0
1.141672727E1,6.392518282E-1,5.233725071E0,7.331045628E0
1.142667992E1,5.159504414E-1,5.487510204E0,8.164227486E0
1.143668838E1,8.846575022E-1,6.036979675E0,8.831012726E0
1.144667142E1,1.632845521E0,6.390124321E0,8.961497307E0
1.145667169E1,2.187103271E0,6.387730122E0,8.400056839E0
1.146672842E1,2.170343876E0,6.246472359E0,7.540538311E0
1.147667488E1,1.486799240E0,5.888539314E0,6.800729752E0
1.148673238E1,8.248024583E-1,5.352237701E0,6.118382454E0
1.149666823E1,2.537853718E-1,4.698620796E0,5.932831764E0
1.150668054E1,-3.351882398E-1,3.872621298E0,6.370970726E0
1.151667561E1,-1.107318282E0,3.303998232E0,6.580463409E0
1.152666804E1,-1.193509579E0,3.485957623E0,6.506243229E0
1.153674084E1,-6.404489279E-1,3.888183594E0,6.087257862E0
1.154666869E1,-3.315969408E-1,4.133589268E0,5.348646641E0
1.155666607E1,8.140286058E-2,4.760869980E0,4.683058739E0
1.156668130E1,9.888052940E-1,5.491101742E0,3.781641483E0
1.157665580E1,1.410184860E0,5.378573895E0,2.992752075E0
1.158669184E1,8.128314614E-1,4.824316502E0,2.540247917E0
1.159668023E1,-3.914519846E-1,4.169502258E0,2.370259762E0
1.160667223E1,-1.477222443E0,3.519476414E0,2.357091665E0
1.161667707E1,-2.169146776E0,3.169923067E0,2.351106167E0
1.162666980E1,-2.424129248E0,3.251325846E0,2.614468336E0
1.163673804E1,-2.440888643E0,3.602076530E0,2.621650934E0
1.164668665E1,-2.276885748E0,4.027047157E0,2.406172752E0
1.165670815E1,-2.033874273E0,4.400542736E0,2.728192806E0
1.166667842E1,-1.240196466E0,4.871003151E0,3.177105665E0
1.167667538E1,-1.292868853E-1,5.182249546E0,3.456030130E0
1.168669619E1,1.235408068E0,5.415684223E0,3.189076662E0
1.169672946E1,1.746570110E0,5.196614742E0,3.004723072E0
1.170670057E1,-3.866635859E-1,5.081693172E0,4.443638325E0
1.171666842E1,-1.411381960E0,5.532999992E0,5.176264286E0
1.172668627E1,-2.057816267E0,5.735310078E0,5.262455463E0
1.173673150E1,-2.014720678E0,5.904101372E0,4.180276394E0
1.174666657E1,-6.859387755E-1,6.482301235E0,2.144007683E0
1.175666557E1,6.356605291E-1,6.825869083E0,6.907271743E-1
1.176666542E1,7.769184709E-1,6.569689274E0,-2.094926536E-1
1.177714357E1,3.890577853E-1,6.142324448E0,-1.089361757E-1
1.178674988E1,-3.232172132E-2,5.896918774E0,1.496376038E0
1.179666673E1,-4.165911078E-1,5.998672485E0,2.967612982E0
1.180667346E1,-6.117185354E-1,6.397306919E0,3.872621298E0
1.181667077E1,-4.106055796E-1,6.688202381E0,4.347870350E0
1.182666884E1,-3.088520169E-1,6.607996464E0,3.925293684E0
1.183675284E1,-5.578489900E-1,6.366182327E0,2.956839085E0
1.184668304E1,-6.236895323E-1,6.297947407E0,2.050633669E0
1.185669123E1,1.149216816E-1,6.658275127E0,7.721300721E-1
1.186666850E1,1.067813993E0,6.902483463E0,-3.315969408E-1
1.187667061E1,1.587355733E0,6.756437302E0,-7.805097699E-1
1.188674023E1,1.502361536E0,6.378153324E0,-6.440402865E-1
1.189695042E1,5.937620401E-1,5.781997204E0,4.070142806E-1
1.190670000E1,-4.920084476E-1,5.300762653E0,1.954865694E0
1.191669630E1,-1.264138460E0,5.137956619E0,3.041833162E0
1.192667557E1,-1.278503656E0,5.458779812E0,3.059789658E0
1.193666938E1,-8.559271097E-1,6.042964935E0,2.248155355E0
1.194666642E1,-5.530605912E-1,6.331466198E0,1.424550056E0
1.195667754E1,-3.076549172E-1,6.081272125E0,1.048660398E0
1.196670773E1,4.788403399E-3,5.779603004E0,7.817068696E-1
1.197665976E1,-2.274491638E-2,5.474342346E0,7.793126702E-1
1.198671392E1,-3.471592367E-1,5.093664169E0,1.230619669E0
1.199668307E1,-1.200692177E0,4.660313606E0,2.003946781E0
1.200666654E1,-2.287659645E0,4.786009312E0,2.710236311E0
1.201666226E1,-1.778891921E0,5.266046524E0,2.621650934E0
1.202664684E1,-1.077390760E-1,5.238513470E0,1.168370485E0
1.203665200E1,2.363077164E0,5.813121796E0,9.241618514E-1
1.204667673E1,2.832340717E0,6.307524204E0,5.746083856E-1
1.205669369E1,2.482787132E0,6.209362030E0,7.134721279E-1
1.206667611E1,1.209071875E0,6.075286865E0,1.827973008E0
1.207664073E1,-2.418143749E-1,6.160281181E0,3.185485363E0
1.208669915E1,-1.392228246E0,5.692214489E0,3.649960518E0
1.209671396E1,-2.144007683E0,4.692635536E0,3.082534790E0
1.210674965E1,-2.183511972E0,4.125209332E0,2.740163803E0
1.211665600E1,-2.158372879E0,4.328716755E0,2.612074137E0
1.212670900E1,-2.292448044E0,4.874594688E0,2.737769604E0
1.213673204E1,-8.738836050E-1,5.458779812E0,3.681085110E0
1.214676815E1,1.374271750E0,6.241683960E0,4.167108059E0
1.215669461E1,3.092111588E0,7.226897717E0,3.661931515E0
1.216666242E1,3.380612850E0,7.240066051E0,1.640028119E0
1.217665865E1,2.613271236E0,6.375759125E0,-8.355764151E-1
1.218672404E1,1.452083349E0,5.676652431E0,-2.151190281E0
1.219671257E1,7.445967197E-1,5.178658485E0,-1.859097600E0
1.220669950E1,6.739677787E-1,4.619612217E0,-1.859097600E0
1.221671623E1,1.256955862E0,4.513070107E0,3.057395458E0
1.222671953E1,2.044648170E0,4.813542366E0,6.533776283E0
1.223671761E1,2.013523579E0,4.994304657E0,9.154230118E0
1.224666700E1,7.996633649E-1,5.210979939E0,1.023760605E1
1.225672519E1,-8.020575345E-2,5.330689907E0,9.560047150E0
1.226666646E1,-1.927332431E-1,4.978742599E0,7.062894821E0
1.227667323E1,-1.113303825E-1,4.581305027E0,4.220977783E0
1.228667603E1,-5.985504016E-3,4.313154221E0,2.276885748E0
1.229679288E1,1.436521020E-2,4.213795185E0,1.227028370E0
1.230668607E1,-1.819593310E-1,4.514267445E0,1.211466074E0
1.231667169E1,5.027823523E-2,5.328295708E0,2.555810213E0
1.232667173E1,4.752490520E-1,6.218938828E0,4.331110954E0
1.233670065E1,4.297592044E-1,6.855796337E0,5.793968201E0
1.234670534E1,4.513070285E-1,7.085639954E0,6.605602264E0
1.235668476E1,3.711012751E-2,5.753266811E0,5.246892929E0
1.236667253E1,-4.213795066E-1,5.123591423E0,4.680664539E0
1.237666892E1,-6.296750307E-1,4.740519524E0,4.752490520E0
1.238670623E1,3.232172132E-2,4.696226597E0,5.230133533E0
1.239667115E1,1.165976286E0,4.939238071E0,6.270414352E0
1.240667930E1,2.456450939E0,5.329493046E0,7.745242596E0
1.241671307E1,3.028665066E0,5.531803131E0,8.421604156E0
1.242672296E1,2.706645012E0,5.822698593E0,8.188169479E0
1.243703815E1,2.053027868E0,5.977124691E0,6.945579052E0
1.244667053E1,1.189918280E0,5.591658115E0,5.713762283E0
1.245666388E1,-1.077390742E-2,4.821922302E0,5.433640957E0
1.246666257E1,-1.582567334E0,3.882198095E0,6.381744862E0
1.247665150E1,-2.454056740E0,3.342305660E0,8.968679428E0
1.248665961E1,-1.853112102E0,3.591302633E0,1.213740540E1
1.249665292E1,-3.519476354E-1,3.848679304E0,1.492305946E1
1.250666815E1,1.516726732E0,4.067748547E0,1.608783913E1
1.251665338E1,3.226186752E0,3.737348795E0,1.497333717E1
1.252665996E1,4.467580318E0,2.881421804E0,1.425028896E1
1.253672153E1,4.583699226E0,2.777273893E0,1.396537876E1
1.254665550E1,3.494337320E0,3.171120167E0,1.307952404E1
1.255675115E1,1.906981707E0,3.458424330E0,1.150174522E1
1.256666150E1,6.619967818E-1,3.594893932E0,1.013345909E1
1.257667369E1,1.999158412E-1,3.991134167E0,1.061469364E1
1.258667434E1,1.048660398E0,4.079719543E0,1.022084713E1
1.259666442E1,2.026691675E0,3.884592295E0,1.029027843E1
1.260667146E1,1.499967337E0,4.114435673E0,1.066257763E1
1.261666330E1,-2.825157940E-1,4.290409565E0,1.168370438E1
1.262673750E1,-1.964442492E0,3.988739967E0,1.389355278E1
1.263668257E1,-2.353500366E0,3.441664934E0,1.550724411E1
1.264671238E1,-1.854309201E0,2.777273893E0,1.631049919E1
1.265719361E1,-5.746083856E-1,2.352303267E0,1.684440613E1
1.266668080E1,9.684545994E-1,2.516305923E0,1.684440613E1
1.267664311E1,1.880645394E0,2.771288395E0,1.313219643E1
1.268667657E1,1.855506301E0,3.773261786E0,1.049139214E1
1.269664323E1,1.261744261E0,4.559757233E0,8.665813446E0
1.270665277E1,2.609679997E-1,5.001487255E0,8.173804283E0
1.271665176E1,-1.516726732E0,5.385756493E0,9.776722908E0
1.272666946E1,-2.311601639E0,5.085284233E0,1.218169785E1
1.273666292E1,-2.165555477E0,3.716998100E0,1.414254951E1
1.274664796E1,-1.189918280E0,2.288856745E0,1.417367363E1
1.275665465E1,5.853823423E-1,1.719036818E0,1.263779354E1
1.276666253E1,2.604891539E0,2.161964178E0,1.122042656E1
1.277667919E1,4.091690540E0,3.180696964E0,1.048181534E1
1.278667634E1,4.578910828E0,3.818751812E0,9.756371498E0
1.279666365E1,4.011485100E0,3.986345768E0,9.105149269E0
1.280666969E1,1.783680320E0,4.304774761E0,9.400833130E0
1.281665942E1,-1.386242747E0,4.422090530E0,1.035971069E1
1.282671519E1,-2.809595585E0,3.561375141E0,1.162384892E1
1.283666715E1,-1.723825216E0,2.255337954E0,1.385883617E1
1.284666803E1,1.127668977E0,1.453280449E0,1.576222706E1
1.285675053E1,3.317166567E0,1.312022567E0,1.693179512E1
1.286669261E1,4.004302502E0,1.411381960E0,1.691264153E1
1.287667357E1,3.203441858E0,1.355118155E0,1.524747372E1
1.288667346E1,1.653196216E0,1.151610970E0,1.275391293E1
1.289667100E1,4.082113802E-1,9.923965931E-1,1.101213074E1
1.290675830E1,-4.058171809E-1,7.026981711E-1,1.019091988E1
1.291672246E1,-7.852981687E-1,3.986345828E-1,9.923966408E0
1.292669788E1,-3.172317147E-1,2.477998734E-1,9.774328232E0
1.293676146E1,3.722983599E-1,3.232172430E-1,9.417592049E0
1.294666553E1,1.154005170E0,5.506663918E-1,9.935936928E0
1.295672377E1,2.116474390E0,8.020575643E-1,1.137006378E1
1.296671642E1,2.393004656E0,6.895300746E-1,1.247618484E1
1.297672427E1,2.510320425E0,5.183446407E-1,1.361582470E1
1.298675261E1,2.456450939E0,3.854664862E-1,1.345661068E1
1.299667753E1,2.001552582E0,3.040636182E-1,1.212064648E1
1.300667842E1,9.852139950E-1,2.896983922E-1,9.312247276E0
1.301666719E1,9.074024558E-1,2.477998734E-1,8.659827232E0
1.302672776E1,1.181538582E0,1.819593310E-1,8.576030731E0
1.303666850E1,1.625662923E0,7.182605099E-3,8.987833023E0
1.304671061E1,2.404975653E0,-2.106897533E-1,9.686940193E0
1.305667123E1,3.301604033E0,-2.346317619E-1,1.037527275E1
1.306674550E1,4.009090900E0,-1.807622313E-1,1.086728191E1
1.307667053E1,4.280832767E0,-7.062894851E-2,1.156638813E1
1.308671834E1,4.091690540E0,1.077390760E-1,1.228464890E1
1.309672138E1,3.898957491E0,2.968810201E-1,1.283890629E1
1.310675865E1,3.657143116E0,4.417302012E-1,1.318965721E1
1.311669523E1,3.319560766E0,3.076549172E-1,1.316810894E1
1.312668734E1,3.116053581E0,-1.436521020E-2,1.290953541E1
1.313667569E1,2.801215887E0,-3.782838583E-1,1.239717674E1
1.314671411E1,2.340332270E0,-8.140285611E-1,1.168490124E1
1.315674515E1,2.050633669E0,-1.238999367E0,1.111268711E1
1.316672069E1,2.260126352E0,-1.549048543E0,1.128506947E1
1.317671734E1,2.419340849E0,-1.715445518E0,1.171602631E1
1.318669088E1,2.287659645E0,-1.869871497E0,1.188960552E1
1.319667423E1,2.243366957E0,-1.944091797E0,1.215536213E1
1.320667784E1,2.267308950E0,-1.825578809E0,1.275271511E1
1.321671915E1,2.360682964E0,-1.666364431E0,1.283172417E1
1.322672030E1,2.642001629E0,-1.587355733E0,1.233612442E1
1.323673550E1,2.975992680E0,-1.482010841E0,1.209670448E1
1.324673307E1,3.175908566E0,-1.280897856E0,1.202846909E1
1.325672496E1,3.387795448E0,-1.167173386E0,1.160230160E1
1.326666403E1,3.681085110E0,-9.935936928E-1,1.100614548E1
1.327668203E1,3.798400879E0,-6.284779310E-1,1.065539455E1
1.328667750E1,3.699041605E0,-4.106055796E-1,1.041836834E1
1.329666688E1,3.726574898E0,-3.962403834E-1,1.035851383E1
1.330670388E1,3.722983599E0,-5.374982953E-1,1.060272217E1
1.331673361E1,3.562572241E0,-1.006761789E0,1.098100567E1
1.332672834E1,2.414552450E0,-2.100912094E0,1.157237434E1
1.333672153E1,2.073378563E0,-2.398990154E0,1.173877048E1
1.334671126E1,1.838746905E0,-2.384624958E0,1.152568722E1
1.335673296E1,1.801636815E0,-2.031480074E0,1.102290440E1
1.336668230E1,1.769315004E0,-1.699883223E0,1.042435455E1
