"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.249665292E1,-9.163471460E-1,-1.072997332E0,6.459671974E0
1.250666815E1,9.792571664E-1,-6.280088425E-1,7.495321274E0
1.251665338E1,2.718886137E0,-7.901375294E-1,6.289161682E0
1.252665996E1,3.993203402E0,-1.523887396E0,5.501654625E0
1.253672153E1,4.173837662E0,-1.545493364E0,5.172422409E0
1.254665550E1,3.167753220E0,-1.104700565E0,4.260165215E0
1.255675115E1,1.629036069E0,-7.916471958E-1,2.668284416E0
1.256666150E1,3.798553348E-1,-6.192994118E-1,1.282958031E0
1.257667369E1,-1.396103650E-1,-1.654214859E-1,1.738987923E0
1.258667434E1,6.534167528E-1,-6.078243256E-3,1.314645767E0
1.259666442E1,1.591865301E0,-1.106944084E-1,1.344944000E0
1.260667146E1,1.036654353E0,2.311868668E-1,1.669463158E0
1.261666330E1,-7.746983767E-1,5.497446060E-1,2.631877899E0
1.262673750E1,-2.498673916E0,4.160366058E-1,4.776493073E0
1.263668257E1,-2.946058750E0,3.616142273E-2,6.329999924E0
1.264671238E1,-2.511196613E0,-4.815058708E-1,7.084489822E0
1.265719361E1,-1.299041986E0,-7.910134792E-1,7.583458900E0
1.266668080E1,1.807199121E-1,-5.608518124E-1,7.566423416E0
1.267664311E1,1.057841301E0,-2.750117779E-1,3.847077370E0
1.268667657E1,1.031295538E0,7.371335030E-1,1.203066826E0
1.269664323E1,4.485538602E-1,1.534228325E0,-6.269407272E-1
1.270665277E1,-5.358186960E-1,2.015424967E0,-1.133126259E0
1.271665176E1,-2.293027878E0,2.484551430E0,4.412660599E-1
1.272666946E1,-3.070643425E0,2.310231924E0,2.806553841E0
1.273666292E1,-2.926697731E0,1.089637518E0,4.725117683E0
1.274664796E1,-1.991391420E0,-2.021996975E-1,4.722606659E0
1.275665465E1,-2.902823091E-1,-6.771342754E-1,3.168792725E0
1.276666253E1,1.647265673E0,-1.832835674E-1,1.746611595E0
1.277667919E1,3.085900784E0,8.907618523E-1,9.994640350E-1
1.278667634E1,3.560990810E0,1.629711390E0,2.515125275E-1
1.279666365E1,3.020357132E0,1.950155497E0,-4.364433289E-1
1.280666969E1,8.417049646E-1,2.469101906E0,-1.863136292E-1
1.281665942E1,-2.268706322E0,2.821036816E0,7.249679565E-1
1.282671519E1,-3.650508404E0,2.212826729E0,1.946830750E0
1.283666715E1,-2.567399979E0,1.154575109E0,4.150741577E0
1.284666803E1,2.373264432E-1,5.724492669E-1,6.035880089E0
1.285675053E1,2.354469299E0,6.075409055E-1,7.197972298E0
1.286669261E1,2.964400768E0,8.348173499E-1,7.178343773E0
1.287667357E1,2.102338552E0,8.656694293E-1,5.515135765E0
1.288667346E1,5.116837025E-1,7.164407372E-1,3.023653030E0
1.289667100E1,-7.672394514E-1,6.038203239E-1,1.283938408E0
1.290675830E1,-1.615968227E0,3.700570464E-1,4.649095535E-1
1.291672246E1,-2.028534889E0,1.352264285E-1,2.000083923E-1
1.292669788E1,-1.593052864E0,6.338222325E-2,5.277156830E-2
1.293676146E1,-9.354593754E-1,2.239763737E-1,-3.009634018E-1
1.294666553E1,-1.905040741E-1,5.473398566E-1,2.218923569E-1
1.295672377E1,7.211079597E-1,8.988816142E-1,1.663676262E0
1.296671642E1,9.407550097E-1,8.774392009E-1,2.779481888E0
1.297672427E1,9.937998056E-1,7.747848034E-1,3.930537224E0
1.298675261E1,8.638648987E-1,6.753563881E-1,3.784484863E0
1.299667753E1,3.363447189E-1,5.951067209E-1,2.460793495E0
1.300667842E1,-7.468825579E-1,5.664338470E-1,-3.362579346E-1
1.301666719E1,-8.906961083E-1,5.159645081E-1,-9.768381119E-1
1.302672776E1,-6.796754599E-1,4.630679190E-1,-1.048274040E0
1.303666850E1,-2.941393852E-1,3.311100304E-1,-6.236085892E-1
1.304671061E1,4.303420782E-1,1.859264672E-1,8.934116364E-2
1.305667123E1,1.271642685E0,2.591679692E-1,7.937374115E-1
1.306674550E1,1.921547890E0,4.228150845E-1,1.304424286E0
1.307667053E1,2.133081198E0,6.461378932E-1,2.024700165E0
1.308671834E1,1.879069328E0,9.325389266E-1,2.766540527E0
1.309672138E1,1.610283136E0,1.207830906E0,3.346671104E0
1.310675865E1,1.292616606E0,1.419607401E0,3.722705841E0
1.311669523E1,8.869524002E-1,1.337499380E0,3.723945618E0
1.312668734E1,6.186649799E-1,1.073980570E0,3.488869667E0
1.313667569E1,3.047280312E-1,6.934118271E-1,2.974363327E0
1.314671411E1,-1.810214520E-1,3.562217355E-1,2.280450821E0
1.315674515E1,-4.691941738E-1,-1.087701321E-2,1.715209961E0
1.316672069E1,-2.534372807E-1,-2.544146776E-1,1.894845963E0
1.317671734E1,-9.016561508E-2,-3.498491049E-1,2.334774017E0
1.318669088E1,-2.170469761E-1,-4.363281727E-1,2.517210960E0
1.319667423E1,-2.597267628E-1,-4.530156851E-1,2.791516304E0
1.320667784E1,-2.458598614E-1,-2.929708958E-1,3.398278236E0
1.321671915E1,-1.705386639E-1,-1.146551371E-1,3.485307693E0
1.322672030E1,9.217357635E-2,-3.969025612E-2,2.994095802E0
1.323673550E1,4.050738811E-1,4.500246048E-2,2.757058144E0
1.324673307E1,5.816667080E-1,2.162365913E-1,2.690434456E0
1.325672496E1,7.783133984E-1,2.957785130E-1,2.263095856E0
1.326666403E1,1.065340519E0,4.366443157E-1,1.663624763E0
1.327668203E1,1.180374384E0,7.756724358E-1,1.309556007E0
1.328667750E1,1.081641912E0,9.769145250E-1,1.069871902E0
1.329666688E1,1.111096859E0,9.850438833E-1,1.008556366E0
1.330670388E1,1.109790802E0,8.479782939E-1,1.252744675E0
1.331673361E1,9.556334019E-1,3.913670778E-1,1.631166458E0
1.332672834E1,-1.757948399E-1,-6.821697950E-1,2.221029282E0
1.333672153E1,-4.884364605E-1,-9.557178020E-1,2.383319855E0
1.334671126E1,-6.829153299E-1,-9.170619249E-1,2.163109779E0
1.335673296E1,-6.679629087E-1,-5.425407887E-1,1.649829865E0
1.336668230E1,-6.384568214E-1,-1.924862862E-1,1.038153648E0
1.337668276E1,-1.014186025E0,-7.927477360E-2,-3.443059921E-1
1.338668038E1,-1.017723560E0,1.872551441E-2,-1.190711021E0
1.339666015E1,-7.023239136E-1,3.343021870E-2,-1.651810646E0
1.340666207E1,-5.195777416E-1,2.233749628E-1,-1.598664761E0
1.341670826E1,3.262200356E-1,1.510258913E-1,-1.130191803E0
1.342671219E1,3.807158470E-1,-9.472596645E-2,-3.808765411E-1
1.343668223E1,4.032900333E-1,-5.932018757E-1,5.841360092E-1
1.344672876E1,3.386187553E-1,-1.029925585E0,2.216849327E0
1.345667761E1,5.575144291E-1,-1.276539803E0,3.804590225E0
1.346671592E1,8.073639870E-1,-1.061145544E0,5.032742500E0
1.347667042E1,1.115481853E0,-7.302114964E-1,5.600522995E0
1.348667423E1,1.202905655E0,-6.232337952E-1,5.513892174E0
1.349666242E1,1.499673367E0,-3.417720795E-1,5.310221672E0
1.350673003E1,1.558393002E0,-6.069350243E-2,4.226072311E0
1.351671384E1,6.770789623E-1,-3.431072235E-1,3.707499504E0
1.352672523E1,1.673979759E-1,-7.241275311E-1,3.789242744E0
1.353672123E1,9.108426571E-1,-1.371265411E0,3.268098831E0
1.354666365E1,1.779460669E0,-2.301526546E0,2.626866341E0
1.355669330E1,2.696715832E0,-2.587255955E0,1.776114464E0
1.356666615E1,3.185679913E0,-1.920408487E0,1.443414688E0
1.357666461E1,2.531071663E0,-7.764272690E-1,2.237628937E0
1.358668573E1,1.114360571E0,-1.141574383E-1,2.944456100E0
1.359668080E1,-6.292235851E-2,-1.706795692E-1,3.236913681E0
1.360673373E1,-3.832336664E-1,-4.938757420E-1,2.224505424E0
1.361666961E1,-2.346881628E-1,-5.596435070E-1,8.596248627E-1
1.362667596E1,-4.079647660E-1,-3.334021568E-1,2.201683998E0
1.363671600E1,1.000958681E-1,-3.351223469E-1,3.946488380E0
1.364672300E1,1.031342745E-1,-8.648135662E-1,3.851545334E0
1.365667300E1,-1.752483845E-1,-1.001952767E0,3.826610565E0
1.366672588E1,-1.990092993E-1,-8.617050648E-1,5.152318001E0
1.367666723E1,5.296454430E-1,-5.194749832E-1,6.132512093E0
1.368666684E1,1.019044638E0,-3.385472298E-1,5.352343559E0
1.369665973E1,1.093845844E0,-3.550525904E-1,4.582181931E0
1.370666434E1,1.121634603E0,-6.754407883E-1,4.037493706E0
1.371665815E1,2.581255436E-1,-1.171252012E0,4.801403999E0
1.372672261E1,-1.124877930E0,-1.130388260E0,6.021068573E0
1.373666376E1,-2.548987865E0,-1.271688581E0,6.704463005E0
1.374666892E1,-2.581180096E0,-1.567681074E0,7.195125580E0
1.375670538E1,-1.202322364E0,-1.373402834E0,7.531517029E0
1.376668850E1,-2.528173029E-1,-1.051784158E0,8.193061829E0
1.377667580E1,-1.661413908E-1,-1.054500222E0,7.845587730E0
1.378666142E1,-7.554420233E-1,-1.872487783E0,6.524972916E0
1.379671673E1,-1.796330452E0,-2.909180880E0,5.843243599E0
1.380677650E1,-2.143608570E0,-2.818797827E0,7.103753090E0
1.381669588E1,-1.327429295E0,-2.195968151E0,8.763277054E0
1.382667623E1,2.689907551E-1,-1.665769339E0,8.227050781E0
1.383670680E1,1.742534637E0,-1.477639794E0,6.058096886E0
1.384667461E1,2.263343811E0,-9.350572228E-1,4.051785469E0
1.385667334E1,2.291538954E0,-9.030680656E-1,3.500588417E0
1.386671296E1,2.288841009E0,-1.390544295E0,3.851536751E0
1.387666903E1,2.125224113E0,-2.028411388E0,4.495421410E0
1.388671369E1,1.875627995E0,-1.827585340E0,4.627794266E0
1.389667223E1,1.753862858E0,-1.580394268E0,3.253878593E0
1.390666657E1,1.989877105E0,-1.594874144E0,1.012373924E0
1.391670942E1,2.342306852E0,-8.772213459E-1,-2.840028763E0
1.392667373E1,2.454254627E0,-4.150199890E-2,-4.425376415E0
1.393672496E1,2.464691162E0,1.861920357E-1,-3.188189030E0
1.394667076E1,3.034043312E0,9.405088425E-2,-1.581780434E0
1.395673846E1,2.494546890E0,-2.714629173E-1,2.726173401E-1
1.396673896E1,2.126101732E0,-1.220912457E0,1.271162033E-1
1.397672250E1,1.996454716E0,-1.890861750E0,3.106771469E0
1.398671523E1,1.321003914E0,-1.943530560E0,4.186493874E0
1.399671350E1,1.156804085E0,-2.414684534E0,3.872238159E0
1.400673157E1,1.649252176E-1,-3.029174805E0,1.231251717E0
1.401669238E1,-1.464570999E0,-3.556371689E0,-3.474686623E0
1.402667484E1,-2.636165857E0,-3.927754879E0,-6.496931076E0
1.403683053E1,-2.607392311E0,-4.133804321E0,-7.711557865E0
1.404672138E1,-3.228492737E0,-4.028452873E0,-7.484141827E0
1.405666988E1,-3.090633154E0,-4.591881752E0,-7.130622387E0
1.406671700E1,-2.154789448E0,-4.204154968E0,-6.091112137E0
1.407671373E1,-1.138123989E0,-3.426785707E0,-4.538861275E0
1.408672246E1,2.542720735E-2,-2.119091988E0,-2.834753513E0
1.409672576E1,2.411486864E0,-1.223457336E0,-3.122239113E-1
1.410667480E1,3.681699753E0,-8.947381973E-1,2.975910664E0
1.411666511E1,4.245054245E0,-8.497128487E-1,7.573455811E0
1.412672557E1,3.555427551E0,-1.342916965E0,8.452263832E0
1.413667388E1,1.311403275E0,-2.239270210E0,7.024862766E0
1.414668415E1,-3.591955602E-1,-2.922189713E0,6.327949047E0
1.415673680E1,-1.285973787E0,-3.159657955E0,5.273385525E0
1.416733334E1,-1.533975601E0,-3.445210695E0,2.572991848E0
1.417673965E1,-2.365182936E-1,-2.919411659E0,-1.923318386E0
1.418666184E1,1.358244896E0,-2.575796127E0,-5.779079437E0
1.419672219E1,1.117038250E0,-3.164905548E0,-7.923594952E0
1.420669026E1,-8.015393019E-1,-4.082302094E0,-8.521290779E0
1.421665653E1,-2.482672215E0,-5.554624081E0,-8.119865417E0
1.422664830E1,-2.594214678E0,-5.395696640E0,-6.598569393E0
1.423669215E1,-1.999181151E0,-3.691647530E0,-4.303317070E0
1.424664246E1,-9.941797256E-1,-2.444300175E0,-1.942066431E0
1.425669357E1,7.132729292E-1,-1.061598301E0,7.425928116E-2
1.426665053E1,1.894207954E0,-9.030933380E-1,9.065585136E-1
1.427664546E1,1.271615863E0,-1.184316635E0,8.706464767E-1
1.428664488E1,3.669080734E-1,-1.743317127E0,-1.045418739E0
1.429664250E1,-9.039729238E-1,-5.334748268E0,-4.692957878E0
1.430669157E1,-1.549459815E0,-6.039798737E0,-5.920099258E0
1.431664403E1,-2.060205698E0,-5.115552902E0,-6.316064835E0
1.432669607E1,-2.025869370E0,-3.586382866E0,-6.263557434E0
1.433664572E1,-1.464473128E0,-2.993382931E0,-5.576779842E0
1.434664253E1,-2.029009342E0,-3.136507034E0,-3.500031710E0
1.435666296E1,-2.783536196E0,-3.570845127E0,-1.490719557E0
1.436666926E1,-1.720324755E0,-4.651581764E0,-5.540518761E-1
1.437673015E1,-3.805631995E-1,-4.430377007E0,-8.973104954E-1
1.438668042E1,4.994213283E-1,-3.370908260E0,-8.893542290E-1
1.439667703E1,-8.359253407E-3,-3.203791142E0,-1.100347042E-1
1.440669734E1,-4.118269682E-1,-3.659810066E0,6.419961452E-1
1.441668165E1,-8.732251525E-1,-3.883941650E0,8.608939648E-1
1.442666761E1,-1.573679686E0,-3.979122639E0,-1.566174030E-1
1.443666838E1,-1.491656065E0,-3.402205467E0,-3.129034996E0
1.444666826E1,-3.257753849E-1,-2.587712765E0,-4.924581051E0
1.445668919E1,7.863531709E-1,-2.099610806E0,-3.824985981E0
1.446760873E1,1.088418603E0,-1.458965778E0,-1.736964703E0
1.447666972E1,4.821808338E-1,-1.294885159E0,-1.521785259E-1
1.448666961E1,-3.279880881E-1,-1.349118710E0,7.214801311E-1
1.449667573E1,-9.219743013E-1,-7.650814056E-1,1.090156078E0
1.450694915E1,-5.211608410E-1,-8.497877121E-1,-1.283121109E-1
1.451667042E1,-1.865943074E-1,-1.475765705E0,-2.755102634E0
1.452669438E1,-3.324894905E-1,-2.044096470E0,-4.224574089E0
1.453667265E1,-5.544143915E-1,-2.077612877E0,-3.225907326E0
1.454667092E1,-3.501376808E-1,-1.981191158E0,-1.143883586E0
1.455669453E1,-1.670587063E-1,-1.939851284E0,3.666968346E-1
1.456667096E1,-7.230710983E-2,-1.572382450E0,1.189612627E0
1.457675780E1,-4.527165890E-1,-6.746616364E-1,1.122151136E0
1.458668215E1,1.814037561E-2,-6.241168976E-1,9.836339951E-2
1.459667403E1,-2.147763968E-2,-1.087596893E0,-9.180990458E-1
1.460669288E1,-8.470684290E-2,-1.214385986E0,-2.705832243E0
1.461669038E1,5.438398123E-1,-1.204597473E0,-3.633296967E0
1.462666634E1,3.769648671E-1,-1.288282394E0,-4.468754768E0
1.463667046E1,-2.698842287E-1,-1.701375961E0,-4.036514282E0
1.464667223E1,-1.042279959E0,-1.981123447E0,-2.783399105E0
1.465674119E1,-1.659228563E0,-2.120850563E0,-1.311561704E0
1.466669111E1,-1.931570411E0,-2.010904789E0,-2.017807961E-1
1.467666530E1,-2.022407770E0,-2.367079735E0,1.251838684E0
1.468665807E1,-2.194558620E0,-2.696298122E0,2.764907837E0
1.469667123E1,-2.283579826E0,-2.754570484E0,3.243226767E0
1.470673130E1,-1.885523319E0,-2.938142300E0,2.665175915E0
1.471671315E1,-1.304589152E0,-2.678733349E0,6.959984303E-1
1.472673719E1,-9.833142757E-1,-2.072495937E0,-1.387388706E0
1.473672665E1,-7.675018311E-1,-2.082920551E0,-2.922124863E0
1.474672365E1,-7.413064241E-1,-2.737869263E0,-3.319543123E0
1.475667176E1,-1.306451201E0,-3.253148556E0,-2.599724054E0
1.476671807E1,-1.421810150E0,-3.268608570E0,-1.079249501E0
1.477675184E1,-8.544415832E-1,-2.856163502E0,5.035417080E-1
1.478668553E1,-6.501847506E-1,-2.062976837E0,1.660491824E0
1.479668003E1,-1.720911860E-1,-1.564010620E0,2.140549660E0
1.480669957E1,4.163103104E-1,-1.348429680E0,1.883545756E0
1.481673007E1,9.146161079E-1,-1.115122795E0,1.223743081E0
1.482667480E1,1.086141348E0,-1.522888184E0,-6.109118462E-3
1.483666838E1,7.164926529E-1,-2.212737560E0,-1.786152244E0
1.484668792E1,3.527189493E-1,-2.611689568E0,-3.586462975E0
1.485745984E1,2.841209173E-1,-2.842585087E0,-4.644328594E0
1.486666569E1,3.800690770E-1,-2.913586617E0,-5.038170815E0
1.487665626E1,-6.839752197E-2,-2.514473438E0,-4.337430954E0
1.488665176E1,-2.893894911E-1,-2.087727547E0,-2.652326822E0
1.489664273E1,-8.139407635E-2,-2.044714928E0,-4.101859331E-1
1.490664876E1,-1.414616406E-1,-2.036355495E0,1.566689849E0
1.491668192E1,-4.050835967E-1,-1.609790802E0,2.897091389E0
1.492668080E1,-3.141504228E-1,-1.585465431E0,3.195079327E0
1.493664565E1,-2.996165454E-1,-2.198615551E0,2.948692799E0
1.494665007E1,8.024047613E-1,-3.048685074E0,-5.502607822E-1
1.495664765E1,1.427728057E0,-3.192377567E0,-2.851692200E0
1.496668049E1,8.877280354E-1,-2.837753296E0,-4.432687283E0
1.497666426E1,3.491361141E-1,-1.945404530E0,-4.895073891E0
1.498664557E1,6.231163740E-1,-1.702342987E0,-3.747969627E0
1.499664396E1,2.768707871E-1,-2.102398872E0,-1.618959665E0
1.500669869E1,-2.417126745E-1,-3.091222286E0,-5.332813263E-1
1.501667823E1,-7.193310857E-1,-3.882816792E0,-8.233309388E-1
1.502668146E1,-2.372928113E-1,-4.523699760E0,-1.556804657E0
1.503667772E1,-2.226873636E-1,-4.206182003E0,-2.256069899E0
1.504667907E1,-5.691776276E-1,-3.205121517E0,-2.392757893E0
1.505673476E1,-2.394286543E-1,-2.803380489E0,-1.209860325E0
1.506667272E1,3.133694828E-1,-3.432042122E0,5.624253750E-1
1.507672365E1,1.178689301E-2,-3.871966839E0,1.349557161E0
1.508672046E1,-5.556231141E-1,-3.692711353E0,1.275092602E0
1.509667938E1,1.375517398E-1,-4.101460934E0,5.731356144E-1
1.510670315E1,4.083686173E-1,-4.734568119E0,-6.082390547E-1
1.511666607E1,5.199313164E-4,-4.925038815E0,-2.893225193E0
1.512667592E1,-5.087167025E-1,-4.262403965E0,-5.578109264E0
1.513671780E1,-6.595856547E-1,-4.086720467E0,-4.777752876E0
1.514674311E1,-9.227668643E-1,-3.993795872E0,-2.226159334E0
1.515667496E1,-1.062981486E0,-3.581640720E0,-3.332688808E-1
1.516671496E1,-3.551300764E-1,-3.840826988E0,-5.739762783E-1
1.517670523E1,-8.185920119E-2,-4.498842716E0,-1.427283287E0
1.518671599E1,1.011806726E-2,-4.921887875E0,-2.408333302E0
1.519674715E1,1.798845530E-1,-4.169009209E0,-4.556528091E0
1.520670626E1,4.777396917E-1,-3.206423759E0,-6.578480721E0
1.521667280E1,-5.482093096E-1,-2.852466583E0,-7.202373505E0
1.522667665E1,-2.407804012E0,-3.224980354E0,-6.199264050E0
1.523666642E1,-2.460886478E0,-4.418658257E0,-3.593099356E0
1.524667857E1,-1.810014963E0,-4.813198090E0,-1.586179733E-1
1.525673165E1,-1.359405041E0,-3.969531059E0,1.719605446E0
1.526672765E1,-2.779695988E-1,-3.076652050E0,-9.127893448E-1
1.527666392E1,-4.792528152E-1,-2.523568153E0,-2.850835562E0
1.528672169E1,-8.640251160E-1,-2.472755432E0,-3.309588432E0
1.529665819E1,-1.504709721E0,-3.248505592E0,-2.062975168E0
1.530673119E1,-1.512109041E0,-4.238028049E0,-5.763401985E-1
1.531666422E1,-1.055426598E0,-4.340318680E0,7.571001053E-1
1.532672507E1,-4.917219877E-1,-3.649920225E0,1.542626858E0
1.533666715E1,-2.710329294E-1,-2.528922081E0,1.199757099E0
1.534671726E1,7.380509377E-2,-1.769114494E0,-2.109479904E-2
1.535672649E1,4.679198265E-1,-1.861417294E0,-1.686079025E0
1.536666138E1,6.158262491E-1,-2.830788136E0,-2.835405350E0
1.537667546E1,-6.973338127E-2,-4.260144711E0,-3.966565132E0
1.538668880E1,-1.179622412E0,-6.159151077E0,-5.369765282E0
1.539672980E1,-2.048791409E0,-7.643556595E0,-5.644102097E0
1.540673172E1,-1.827514410E0,-8.095831871E0,-4.310775757E0
1.541671573E1,-8.442659378E-1,-8.005036354E0,-8.042855263E-1
1.542669819E1,1.882069111E-1,-6.983542919E0,3.517318726E0
1.543667123E1,2.892534018E0,-5.288935184E0,5.579315186E0
1.544667465E1,4.072176933E0,-3.644588470E0,5.200022221E0
1.545667826E1,3.338406086E0,-2.119255304E0,3.280839443E0
1.546669434E1,2.934824705E0,-1.910227776E0,1.091698647E0
1.547666476E1,2.589200258E0,-3.182391167E0,1.154994965E-1
1.548671849E1,1.535324574E0,-3.763904333E0,-7.284355164E-2
1.549672142E1,1.218620539E0,-3.481005907E0,1.748979568E0
1.550673153E1,-5.689358711E-2,-1.945129871E0,4.334861755E0
1.551673788E1,1.124296308E0,-4.130699635E-1,4.393760681E0
1.552668676E1,2.005811214E0,2.270240784E-1,2.914233208E0
1.553666461E1,1.486658692E0,-1.121449471E-2,4.033560753E0
1.554672542E1,-7.034389973E-1,-9.703694582E-1,7.182298660E0
1.555667526E1,-3.481829166E0,-2.505938292E0,9.738957405E0
1.556684092E1,-4.085615873E-1,-1.840866208E0,9.940700531E0
1.557666896E1,-6.281611919E-1,-1.640550256E0,9.857824326E0
1.558671969E1,1.087359786E0,2.715384483E0,6.176102638E0
1.559674799E1,4.382539272E0,4.448902130E0,7.056076050E0
1.560666107E1,1.426439047E0,4.485040665E0,7.534043312E0
1.561672292E1,2.134987712E-1,2.066903591E0,9.042592049E0
1.562780738E1,-2.792280912E0,-2.623458803E-1,1.120313263E1
1.563673484E1,-3.999631405E0,-2.056170464E0,1.267315960E1
1.564673080E1,-2.940536261E0,-3.022928238E0,1.447404480E1
1.565674299E1,-1.747343421E0,-1.430040836E0,1.391234684E1
1.566666380E1,-6.713447571E-1,7.758949399E-1,1.070821190E1
1.567666988E1,8.232845068E-1,2.138635874E0,7.708582878E0
1.568671565E1,1.380362988E0,3.080336332E0,5.151404381E0
1.569671819E1,2.521249056E0,4.289150238E0,2.521846771E0
1.570670084E1,2.303729296E0,5.017307758E0,1.326314926E0
1.571667099E1,1.455591202E0,5.070167065E0,3.110232353E0
1.572673576E1,5.427442789E-1,4.766225815E0,6.549402237E0
1.573666284E1,-6.896644235E-1,4.177593708E0,8.996169090E0
1.574666515E1,-1.502675295E0,3.285016537E0,9.653758049E0
1.575667419E1,-1.734485030E0,2.131477833E0,9.500363350E0
1.576671749E1,-2.145222664E0,1.165314555E0,1.029480553E1
1.577668872E1,-2.459596634E0,7.228574753E-1,1.075095081E1
1.578671511E1,-2.611916065E0,1.057992458E0,9.923669815E0
1.579666442E1,-2.380426645E0,1.475772142E0,8.319047928E0
1.580679072E1,-1.628606796E0,1.969905138E0,6.470594406E0
1.581671838E1,-9.995362759E-1,2.630662441E0,3.956069946E0
1.582673949E1,-8.785450459E-1,3.024618864E0,1.724932671E0
1.583666299E1,-6.283348203E-1,3.648384094E0,5.283203125E-1
1.584676188E1,-5.123738647E-1,4.288733959E0,1.044749260E0
1.585667615E1,-1.008821487E0,4.132217407E0,1.642994881E0
1.586666811E1,-1.260884881E0,3.434163570E0,1.842090607E0
1.587683365E1,-1.022584677E0,2.679840088E0,1.989995956E0
1.588668842E1,-7.377182245E-1,1.830814600E0,1.758331299E0
1.589667499E1,-8.318608999E-1,1.215598941E0,1.358913422E0
1.590668672E1,-1.037389994E0,1.291105032E0,6.227703094E-1
1.591672669E1,-4.047387242E-1,1.873336554E0,5.943708420E-1
1.592666588E1,-1.424785852E0,1.343264222E0,1.133565903E0
1.593671349E1,-2.635014534E0,6.526723504E-1,1.346249580E0
1.594667342E1,-3.033365726E0,-2.850304842E-1,8.831825256E-1
1.595672746E1,-2.985872269E0,-1.560819864E0,1.865816116E0
1.596666672E1,-2.699823856E0,-1.181537390E0,4.362277031E0
1.597666703E1,-2.130073071E0,-8.894973993E-1,4.092654228E0
1.598671742E1,-6.811693907E-1,-9.314143658E-2,2.411460876E0
1.599667819E1,1.562459469E-1,5.140734911E-1,2.461388588E0
1.600667169E1,4.818372726E-1,1.705241442E0,4.590073586E0
1.601671642E1,1.931443334E0,2.662878036E0,5.039035797E0
1.602673719E1,3.029083490E0,2.734649181E0,4.876064301E0
1.603668534E1,2.764489412E0,2.400831938E0,5.050704956E0
1.604666638E1,1.243324041E0,1.678785324E0,4.323439598E0
1.605671988E1,2.387963533E-1,8.839014173E-1,3.296651840E0
1.606671334E1,2.982462645E-1,5.462778807E-1,2.980321884E0
1.607666919E1,3.927406073E-1,8.904891610E-1,2.570655823E0
1.608672811E1,-4.169249535E-2,1.457465172E0,1.910917282E0
1.609665926E1,-2.278717756E-1,1.732264280E0,1.216799736E0
1.610671761E1,7.395160198E-2,1.815582633E0,1.025733948E0
1.611666661E1,7.168412209E-2,1.468401670E0,1.088136673E0
1.612670988E1,-1.417452097E-1,9.191164970E-1,1.700537682E0
1.613665626E1,6.417524815E-2,6.809945703E-1,2.344075203E0
1.614674365E1,-3.947371244E-1,4.660477638E-1,2.580780029E0
1.615666672E1,-2.138961554E-1,-3.549656868E-1,3.111886024E0
1.616670211E1,1.563029289E-1,-5.338627100E-1,3.641504288E0
1.617665726E1,-4.375534058E-1,-1.118500233E-1,3.563534737E0
1.618670549E1,-1.393867731E0,3.116841912E-1,3.892637253E0
1.619667084E1,-1.012862444E0,5.498655438E-1,4.106160164E0
1.620670849E1,-9.657020569E-1,5.223387480E-1,3.202623367E0
1.621665903E1,-2.067359447E0,1.615877151E-1,2.288233757E0
1.622685311E1,-1.055203080E0,-1.006244302E0,1.650060654E0
1.623666776E1,1.092214823E0,-1.576085210E0,9.463005066E-1
1.624666046E1,8.740097284E-1,-6.553306580E-1,2.182814598E0
1.625667119E1,2.413094044E0,-1.570422053E0,4.219108582E0
1.626667784E1,3.287185669E0,-2.516327620E0,7.588539124E0
1.627673284E1,3.119952202E0,-2.400931120E0,1.078460217E1
1.628667122E1,2.749842644E0,-2.593503237E0,1.173194695E1
1.629666461E1,1.985894918E0,-2.694065809E0,1.078948212E1
1.630671853E1,1.331330895E0,-2.151255608E0,7.834787369E0
1.631666368E1,4.662504196E-1,-1.387528181E0,4.138740540E0
1.632667338E1,-4.517887831E-1,-9.839640856E-1,1.142576218E0
1.633666611E1,2.521229982E-1,-5.000612736E-1,-6.507921219E-1
1.634667626E1,5.493631363E-1,1.485612392E-1,-1.461638451E0
1.635667192E1,-7.641923428E-2,3.284538984E-1,-8.147602081E-1
1.636666246E1,-8.873870969E-1,-5.817950964E-1,1.719176292E0
1.637666615E1,-1.093833327E0,-1.551059723E0,5.570126534E0
1.638671811E1,1.324295998E-2,-2.048802853E0,7.669972420E0
1.639672772E1,1.538886070E0,-3.330103874E0,6.877061844E0
1.640666853E1,3.492280245E-1,-2.294929266E0,7.532510757E0
1.641667726E1,4.821252823E-1,-1.842382073E0,7.359923363E0
1.642668461E1,1.056874514E0,-2.588653326E0,6.137873650E0
1.643699380E1,1.774002671E0,-2.985835314E0,4.842391968E0
1.644668249E1,1.715345621E0,-2.566086769E0,4.393487930E0
1.645683534E1,1.996495485E0,-2.403603792E0,4.692342758E0
1.646671603E1,1.201233983E0,-2.274166346E0,5.370149612E0
1.647669153E1,2.040515423E0,-3.001033306E0,4.845373154E0
1.648667215E1,2.604263544E0,-3.374991417E0,3.746406555E0
1.649666007E1,2.176104784E0,-3.391270399E0,2.150565147E0
1.651385553E1,3.380881071E0,-3.099263430E0,-1.009713173E0
1.652671130E1,4.005199432E0,-2.279686213E0,-7.529258728E-1
