"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.092393595E1,-9.417098165E-1,6.029036641E-1,4.479067624E-1
2.093391222E1,-9.197186828E-1,4.123136699E-1,1.290351003E-1
2.094393714E1,-6.674313545E-1,4.294179082E-1,-7.560475916E-2
2.095393460E1,-2.990796268E-1,4.691241682E-1,-1.110349447E-1
2.096393976E1,1.309694946E-1,2.852537036E-1,3.190752864E-2
2.097389011E1,5.255884528E-1,-4.400265962E-2,3.831550479E-1
2.098387484E1,7.528303266E-1,-3.109507859E-1,9.268251061E-1
2.099389649E1,7.076263428E-1,-3.476026952E-1,1.427123785E0
2.100388434E1,3.728721440E-1,-1.716734916E-1,1.581672668E0
2.101393599E1,-4.068362713E-2,-5.518147722E-3,1.391082764E0
2.102389741E1,-3.387858868E-1,2.773124576E-1,1.094202280E0
2.103394187E1,-6.002361774E-1,7.941044569E-1,6.421619058E-1
2.104393807E1,-8.684059978E-1,1.141686797E0,2.298278660E-1
2.105389257E1,-1.024176717E0,1.015848517E0,1.663589478E-2
2.106392030E1,-9.856921434E-1,6.218404770E-1,5.512040481E-2
2.107394287E1,-7.944912910E-1,2.223345935E-1,2.573167980E-1
2.108387968E1,-5.324301124E-1,-5.866342410E-2,4.381329119E-1
2.109392987E1,-2.178345472E-1,-1.356324404E-1,4.851695299E-1
2.110400399E1,7.782423496E-2,1.734653711E-1,4.949434102E-1
2.111390345E1,2.427578270E-1,6.920899749E-1,5.089932680E-1
2.112394034E1,2.983465791E-1,9.529294372E-1,3.801007271E-1
2.113390868E1,2.482556403E-1,1.037228823E0,1.956194192E-1
2.114388745E1,1.016479805E-1,9.584272504E-1,-1.079197042E-3
2.115390180E1,-4.642577842E-3,6.823161244E-1,-1.373021454E-1
2.116394407E1,-2.907718718E-2,1.893478632E-1,-1.843387634E-1
2.117389945E1,-4.495968670E-2,-2.278731018E-1,-2.093842477E-1
2.118388095E1,-1.866804212E-1,-5.901161432E-1,-2.466470152E-1
2.119388072E1,-4.078136384E-1,-1.228470445E0,-2.649729848E-1
2.120394341E1,-2.447126210E-1,-1.553450704E0,-2.319862545E-1
2.121388064E1,-1.097114012E-1,-1.665849924E0,-1.654019505E-1
2.122388349E1,-4.740314558E-2,-1.254126787E0,-4.139630124E-2
2.123390960E1,-8.527678996E-2,-6.377636790E-1,1.937868148E-1
2.124394476E1,-2.221106142E-1,-2.168775201E-1,6.207816005E-1
2.125394422E1,-4.908913076E-1,-1.509040743E-1,1.203547120E0
2.126388372E1,-8.696277142E-1,-4.887125492E-1,1.688574076E0
2.127388407E1,-1.278296590E0,-1.250461578E0,1.772873521E0
2.128388057E1,-1.518366575E0,-2.092233658E0,1.412463069E0
2.129387853E1,-1.493321180E0,-2.769683361E0,8.626842499E-1
2.130389287E1,-1.288681269E0,-3.058622599E0,5.309844017E-1
2.131391257E1,-9.301034212E-1,-3.065342188E0,5.254866481E-1
2.132394168E1,-4.890587330E-1,-2.949888468E0,6.635421515E-1
2.133401803E1,-1.317025572E-1,-2.791674376E0,7.563936710E-1
2.134389734E1,1.541823745E-1,-2.759909391E0,5.285409689E-1
2.135389460E1,4.767192304E-1,-2.903462887E0,-1.776192486E-1
2.136394760E1,8.212472796E-1,-3.005477190E0,-1.071315050E0
2.137388595E1,1.191431642E0,-3.009753227E0,-1.710280061E0
2.138389914E1,1.593380928E0,-3.001811981E0,-1.892318010E0
2.139393634E1,1.900646091E0,-2.836878538E0,-1.779307842E0
2.140388864E1,1.962954402E0,-2.523504496E0,-1.589939713E0
2.141393610E1,1.811459780E0,-2.259610891E0,-1.464101434E0
2.142394276E1,1.587883115E0,-2.132550955E0,-1.410345316E0
2.143389164E1,1.364306450E0,-2.175922394E0,-1.307108998E0
2.144388714E1,1.109575629E0,-2.225402355E0,-1.095138788E0
2.145391257E1,8.945510983E-1,-2.261443377E0,-8.342994452E-1
2.146392368E1,7.864279151E-1,-2.444703102E0,-6.950221658E-1
2.147394691E1,7.913148403E-1,-2.698212147E0,-8.361319900E-1
2.148394153E1,9.122661948E-1,-2.884526014E0,-1.202040195E0
2.149389549E1,1.136453748E0,-2.942558050E0,-1.550233483E0
2.150387657E1,1.385686755E0,-2.868032694E0,-1.743266821E0
2.151424403E1,1.739988565E0,-2.532056808E0,-1.718221426E0
2.152394418E1,1.881098509E0,-2.328027725E0,-1.628424168E0
2.153390230E1,1.993497610E0,-1.955399990E0,-1.567948461E0
2.154391207E1,2.064968824E0,-1.507635832E0,-1.487925172E0
2.155388503E1,2.053362370E0,-1.281615734E0,-1.323602438E0
2.156397072E1,1.760758042E0,-1.612704635E0,-1.030997992E0
2.157394468E1,1.168218732E0,-2.344521046E0,-6.046140790E-1
2.158387861E1,4.620584548E-1,-3.045183420E0,-1.287500262E-1
2.159397964E1,-2.123367637E-1,-3.303579569E0,2.530407608E-1
2.160389822E1,-7.871609330E-1,-2.923010588E0,3.110729456E-1
2.161427130E1,-9.820269346E-1,-2.361014366E0,-9.454157948E-2
2.162389214E1,-6.063448191E-1,-1.960897803E0,-7.383935452E-1
2.163389172E1,1.291369051E-1,-1.940739274E0,-1.316882849E0
2.164388818E1,8.823337555E-1,-2.340245008E0,-1.749375463E0
2.165387987E1,1.421116948E0,-3.012807608E0,-2.115894794E0
2.166389745E1,1.626367688E0,-3.558310270E0,-2.465920448E0
2.167388887E1,1.529240131E0,-3.669487715E0,-2.758524895E0
2.168388222E1,1.266568065E0,-3.515549660E0,-2.905743599E0
2.169389576E1,9.513615370E-1,-3.211949825E0,-2.811670303E0
2.170388722E1,6.251595020E-1,-2.695768595E0,-2.464698792E0
2.171388845E1,3.783699274E-1,-1.989608526E0,-1.998608470E0
2.172389784E1,3.502701223E-1,-1.354308605E0,-1.555731177E0
2.173394861E1,4.913800061E-1,-8.607294559E-1,-1.194098949E0
2.174389676E1,6.905220747E-1,-6.200485826E-1,-8.935533166E-1
2.175388937E1,8.872206807E-1,-7.935342789E-1,-7.011308074E-1
2.176393680E1,1.030163169E0,-1.375078082E0,-6.638680100E-1
2.177388049E1,1.045434833E0,-2.257167339E0,-8.049778938E-1
2.178389453E1,9.018814564E-1,-3.178962946E0,-1.126292944E0
2.179388630E1,6.538701653E-1,-3.582744837E0,-1.478762150E0
2.180389761E1,3.521027267E-1,-3.472178221E0,-1.643695831E0
2.181389610E1,-3.152064979E-2,-3.043961763E0,-1.593604803E0
2.182389595E1,-3.833790421E-1,-2.269995451E0,-1.386521578E0
2.183394114E1,-4.432438314E-1,-1.230913877E0,-5.508579612E-1
2.184388141E1,-4.642577842E-3,-1.253515840E0,-3.022357523E-1
2.185393987E1,2.250427604E-1,-1.396458387E0,-2.020538598E-1
2.186393503E1,4.058588743E-1,-1.894924402E0,-5.055928230E-2
2.187399460E1,5.268102288E-1,-2.568097830E0,9.788096696E-2
2.188390272E1,4.803844392E-1,-2.853982687E0,1.901216358E-1
2.189393753E1,2.274862230E-1,-2.666447163E0,2.469320893E-1
2.190389184E1,-1.903456151E-1,-1.949902296E0,2.811405361E-1
2.191392957E1,-6.313902736E-1,-8.228558302E-1,3.788789809E-1
2.192389726E1,-9.508728385E-1,-2.934189141E-2,5.877948999E-1
2.193391341E1,-1.082819700E0,9.710721672E-2,7.405111790E-1
2.194388568E1,-1.046778679E0,-1.026457250E-1,7.142440081E-1
2.195390510E1,-9.111665487E-1,-3.567656577E-1,6.171163917E-1
2.196399018E1,-7.889935374E-1,-6.683068871E-1,5.493103862E-1
2.197394045E1,-6.967529058E-1,-9.810699224E-1,4.711196423E-1
2.198394107E1,-5.782450438E-1,-1.122179866E0,3.245119750E-1
2.199397845E1,-4.426329732E-1,-1.093469143E0,1.736282706E-1
2.200389376E1,-3.546683788E-1,-9.865676761E-1,1.174286529E-1
2.201399203E1,-3.112969398E-1,-7.953668833E-1,1.284242421E-1
2.202395930E1,-2.960253060E-1,-4.392324686E-1,1.424741447E-1
2.203388726E1,-3.998723924E-1,-9.714793414E-2,1.528588533E-1
2.204388434E1,-6.619335413E-1,9.588548541E-2,7.405722886E-2
2.205393614E1,-8.995601535E-1,2.064520866E-1,-9.393071383E-2
2.206410260E1,-9.129991531E-1,2.064520866E-1,-1.342478245E-1
2.207388276E1,-7.706675529E-1,1.050484627E-1,-3.467678651E-2
2.208387926E1,-6.173403859E-1,-4.950044304E-2,2.946406603E-2
2.209388472E1,-4.933347702E-1,-1.454062909E-1,-1.512909774E-2
2.210389653E1,-3.931528926E-1,-2.553620338E-1,-1.599041522E-1
2.211388449E1,-3.143512607E-1,-5.937813520E-1,-3.963090181E-1
2.212395260E1,-1.769065857E-1,-1.059871554E0,-6.510398388E-1
2.213387664E1,-6.084217876E-2,-1.347589135E0,-7.884845138E-1
2.214388268E1,-1.502728742E-2,-1.453268766E0,-7.542760968E-1
2.215393668E1,-4.434882104E-2,-1.445938468E0,-6.314921379E-1
2.216387887E1,-1.604132205E-1,-1.069034576E0,-6.217182875E-1
2.217388526E1,-2.367713749E-1,-9.028791785E-1,-7.023525238E-1
2.218391057E1,-2.978579104E-1,-7.788735032E-1,-6.076683998E-1
2.219430676E1,-3.174055815E-1,-6.353201866E-1,-4.219653606E-1
2.220426126E1,-2.037846595E-1,-5.510208011E-1,-3.077335358E-1
2.221393668E1,-5.290093273E-2,-6.035552025E-1,-3.297246993E-1
2.222389887E1,4.728096724E-2,-9.047117829E-1,-4.854953289E-1
2.223387295E1,1.957212240E-1,-1.321321964E0,-7.249545455E-1
2.224386780E1,3.942524195E-1,-1.672569394E0,-9.088249803E-1
2.225387234E1,5.164254904E-1,-1.905309081E0,-9.790744781E-1
2.226390145E1,6.025574803E-1,-1.982888937E0,-1.007785082E0
2.227391176E1,7.009068131E-1,-1.873544097E0,-9.185988307E-1
2.228390814E1,7.943691611E-1,-1.601098180E0,-6.565376520E-1
2.229389753E1,8.200255036E-1,-1.044600010E0,-3.266703784E-1
2.230390922E1,7.595498562E-1,-2.688010633E-1,-2.123774961E-2
2.231391414E1,6.214942932E-1,2.418822646E-1,1.504153907E-1
2.232387095E1,4.577824175E-1,3.634444475E-1,1.797369272E-1
2.233391114E1,3.667634726E-1,2.724255323E-1,1.070439517E-1
2.234391484E1,4.003610611E-1,1.936239153E-1,3.190752864E-2
2.235387499E1,4.150218368E-1,2.400496900E-1,5.573127046E-2
2.236397214E1,2.733010948E-1,2.736472785E-1,1.107091382E-1
2.237387991E1,4.850269854E-2,2.418822646E-1,4.534656182E-2
2.238388884E1,-9.749409556E-2,2.363844812E-1,-1.935017407E-1
2.239388249E1,-9.443976730E-2,4.453004003E-1,-4.897713959E-1
2.240394934E1,6.438519806E-2,8.063217998E-1,-5.716273785E-1
2.241388676E1,3.007900417E-1,1.081821918E0,-4.170784354E-1
2.242389107E1,5.750685930E-1,1.184447289E0,-1.654019505E-1
2.243393907E1,7.589390278E-1,1.139854193E0,8.199847490E-2
2.244388472E1,7.711563110E-1,9.883596301E-1,1.669087559E-1
2.245388864E1,6.587570906E-1,8.631322384E-1,2.579887584E-2
2.246388545E1,4.767192304E-1,8.521366715E-1,-2.515339553E-1
2.247390718E1,1.999972761E-1,9.193318486E-1,-6.101118922E-1
2.248417287E1,-2.929709852E-1,9.413229823E-1,-1.740823388E0
2.249388734E1,-2.453234941E-1,9.315491915E-1,-2.497074604E0
2.250388434E1,6.866125017E-2,7.079724669E-1,-3.103663921E0
2.251388160E1,4.614475965E-1,2.931949496E-1,-3.156809092E0
2.252393995E1,6.440963149E-1,1.007723957E-1,-2.569767714E0
2.253389510E1,6.050009727E-1,8.916597068E-2,-1.796412110E0
2.254393714E1,4.993212521E-1,1.722436398E-1,-1.090251923E0
2.255391357E1,3.753156066E-1,5.460931659E-1,-6.266052127E-1
2.256388434E1,2.714685202E-1,1.010350704E0,-6.088901162E-1
2.257388610E1,2.659707069E-1,1.164899588E0,-9.308161139E-1
2.258389080E1,3.710395396E-1,9.828618169E-1,-1.293059111E0
2.259435976E1,4.938234389E-1,6.096231937E-1,-1.633921981E0
2.260394407E1,5.304753780E-1,7.572692633E-2,-2.042590857E0
2.261393076E1,4.083023369E-1,-4.551149607E-1,-2.453703165E0
2.262392587E1,1.792278588E-1,-9.065443873E-1,-2.902689219E0
2.263390176E1,2.712241374E-2,-1.374467254E0,-3.337625265E0
2.264393599E1,4.789183289E-2,-1.657297850E0,-3.553871632E0
2.265387764E1,1.780061275E-1,-1.462431788E0,-3.483011246E0
2.266387964E1,2.641381323E-1,-9.566352963E-1,-3.308303833E0
2.267387853E1,2.018298656E-1,-4.294586182E-1,-3.165972233E0
2.268388330E1,2.834414504E-2,-1.655648500E-1,-3.229502201E0
2.269387830E1,-2.092824429E-1,-3.060638607E-1,-3.635727406E0
2.270388703E1,-4.181983471E-1,-4.545041025E-1,-4.263696671E0
2.271388026E1,-5.324301124E-1,-4.282369018E-1,-4.731008530E0
2.272388849E1,-6.338337660E-1,-2.926248014E-1,-4.914268017E0
2.273390003E1,-7.804414034E-1,-2.767423093E-1,-4.917933464E0
2.274393964E1,-9.533162713E-1,-4.306803644E-1,-4.910603046E0
2.275391334E1,-1.168951750E0,-8.252992630E-1,-4.988183022E0
2.276388149E1,-1.437732458E0,-9.688526392E-1,-4.851348877E0
2.277388287E1,-1.694906712E0,-7.177869678E-1,-4.311344147E0
2.278395280E1,-1.876944542E0,-5.186449289E-1,-3.352896929E0
2.279393395E1,-1.949026585E0,-1.834631711E-2,-2.029762745E0
2.280388984E1,-1.892827034E0,7.036964297E-1,-6.321030259E-1
2.281388206E1,-1.495764613E0,1.266914129E0,8.119823933E-1
2.282388584E1,-1.280129194E0,1.244312167E0,2.670906484E-1
2.283453780E1,-1.160399556E0,8.515258431E-1,-1.286339641E0
2.284394849E1,-1.011959314E0,6.603249907E-1,-3.192239285E0
2.285389737E1,-7.254635692E-1,1.508633494E-1,-4.541640282E0
2.286391660E1,-3.998723924E-1,-3.023986518E-1,-5.067595482E0
2.287396014E1,-9.260717034E-2,-3.952501714E-1,-4.602116108E0
2.288390122E1,1.938886195E-1,-4.593910277E-1,-3.167193890E0
2.289394041E1,3.850894570E-1,-8.045298457E-1,-1.409734368E0
2.290393553E1,4.125783741E-1,-1.059260726E0,2.335541323E-2
2.291394091E1,3.068986833E-1,-9.688526392E-1,9.940202832E-1
2.292394284E1,8.881980926E-2,-7.764300704E-1,1.329996228E0
2.293389203E1,-2.667037547E-1,-1.741169542E-1,9.390423894E-1
2.294390634E1,-6.008470058E-1,6.468859315E-1,4.185852408E-1
2.295388991E1,-8.201476336E-1,1.006685495E0,6.000733003E-2
2.296389103E1,-1.021733165E0,1.114197850E0,-2.081625164E-1
2.297394526E1,-1.084652305E0,9.333817363E-1,-9.759590775E-2
2.298388214E1,-1.008294225E0,1.563611329E-1,2.365473807E-1
2.299393495E1,-9.301034212E-1,-7.379455566E-1,3.874311149E-1
2.300392610E1,-8.855102658E-1,-1.296887279E0,3.067968786E-1
2.301388895E1,-8.470257521E-1,-1.660352111E0,4.168137163E-2
2.302394314E1,-8.555778265E-1,-1.772140503E0,-4.146349728E-1
2.303390280E1,-9.081122279E-1,-1.183266401E0,-6.559267640E-1
2.304421218E1,-7.737218738E-1,-1.490714848E-1,-3.364441991E-1
2.305388807E1,-3.235142529E-1,7.476786971E-1,1.852347106E-1
2.306388664E1,2.922379375E-1,1.276077151E0,6.556009054E-1
2.307388718E1,8.676730394E-1,1.360987425E0,1.075265408E0
2.308390845E1,1.259848475E0,1.212547064E0,1.325720191E0
2.309388337E1,1.407677889E0,1.024400592E0,1.410630465E0
2.310389060E1,1.294667840E0,8.081544042E-1,1.407576084E0
2.311388076E1,9.922895432E-1,4.831740558E-1,1.282348752E0
2.312388145E1,5.885075927E-1,-2.934189141E-2,1.074043632E0
2.313388426E1,-6.393315196E-1,-7.611584067E-1,2.113125324E0
2.314393541E1,-1.158566952E0,-9.835133553E-1,3.032477617E0
2.315392303E1,-1.233092546E0,-1.215031385E0,3.616464615E0
2.316388549E1,-7.743327618E-1,-9.676308632E-1,3.799724340E0
2.317388653E1,2.712241374E-2,-4.911560118E-1,3.504676342E0
2.318392780E1,8.756142855E-1,-2.510859668E-1,2.873652458E0
2.319388887E1,1.570778966E0,2.991203591E-2,2.329371691E0
2.320389703E1,2.034425735E0,1.862935424E-1,2.109460115E0
2.321388522E1,2.106507778E0,5.251405016E-2,2.381295204E0
2.322388399E1,1.789468646E0,-1.692300439E-1,2.992160320E0
2.323390133E1,1.184712052E0,-3.604308665E-1,3.622573376E0
2.324389741E1,5.023756027E-1,-6.102747321E-1,4.066061974E0
2.325388637E1,5.461135507E-2,-1.023830533E0,4.030020714E0
2.326388206E1,7.782423496E-2,-1.000617623E0,3.389833689E0
2.327393553E1,4.968777597E-1,-4.746626616E-1,2.362969160E0
2.328393680E1,1.062538981E0,3.113376722E-2,1.216375232E0
2.329388607E1,1.521909714E0,2.492126524E-1,2.848057449E-1
2.330389045E1,1.675236821E0,3.212947547E-1,-7.010696828E-2
2.331387926E1,1.468153596E0,2.027868927E-1,3.177924752E-1
2.332388537E1,1.012448072E0,-1.050891876E-1,1.126578093E0
2.333394083E1,4.828278720E-1,-2.400904000E-1,1.816855788E0
2.334404137E1,8.637634665E-2,-1.044783145E-1,1.874888062E0
2.335393987E1,-1.014036499E-2,6.961828470E-2,1.034948349E0
2.336387487E1,9.431759268E-2,3.041905165E-1,-3.650937974E-2
2.337391907E1,2.781880200E-1,4.874500930E-1,-6.889134645E-1
2.338392591E1,6.074444056E-1,5.552561879E-1,-1.090251923E0
2.339393872E1,1.037493587E0,7.464569807E-1,-1.423173428E0
2.340388506E1,1.369193435E0,9.584272504E-1,-1.456160188E0
2.341389445E1,1.532905221E0,8.979516029E-1,-1.193488121E0
2.342388610E1,1.548176885E0,6.438316107E-1,-9.283726811E-1
2.343388856E1,1.470597029E0,5.045543313E-1,-8.239147067E-1
2.344391241E1,1.321545839E0,4.233092368E-1,-8.196386695E-1
2.345394633E1,1.098580122E0,-6.538294256E-2,-7.176241279E-1
2.346404841E1,4.510628879E-1,-5.499823391E-2,-6.846374273E-1
2.347388545E1,1.804495901E-1,-1.040506922E-2,-7.817649841E-1
2.348394553E1,5.827654153E-2,8.061385155E-2,-9.503638148E-1
2.349394295E1,6.194173545E-2,9.466375411E-2,-1.045047879E0
2.350388437E1,1.566258371E-1,-2.323323861E-2,-9.234857559E-1
2.351390460E1,2.714685202E-1,-2.926248014E-1,-6.657006145E-1
2.352386449E1,2.806314826E-1,-4.202956557E-1,-4.054719806E-1
2.353464810E1,2.079385221E-1,-4.685540199E-1,-2.203798145E-1
2.354390368E1,9.370672703E-2,-6.139398813E-1,-2.545882761E-1
2.355391276E1,-1.139874533E-1,-2.993443310E-1,-3.920329511E-1
2.356390418E1,-3.051882982E-1,3.418809548E-2,-3.926438093E-1
2.357387087E1,-2.984687686E-1,-6.477207690E-2,-3.651548922E-1
2.358401180E1,-1.329242885E-1,-3.850486875E-2,-4.201327562E-1
2.359386776E1,3.750712425E-2,-2.463821322E-3,-3.718743920E-1
2.360436822E1,4.850269854E-2,-2.523077130E-1,-5.300274119E-2
2.361694433E1,-2.196671516E-1,-5.815640688E-1,3.287880421E-1
2.363387122E1,-1.035783052E0,-9.609113932E-1,4.295808077E-1
2.364391099E1,-1.206214547E0,-1.067812800E0,4.760065675E-1
2.365393207E1,-1.190942883E0,-1.132564545E0,5.468668938E-1
2.366387510E1,-1.027230978E0,-1.062925935E0,4.393546581E-1
2.367397414E1,-6.955311298E-1,-6.933524013E-1,1.864564419E-1
2.368392541E1,-2.312735915E-1,-2.767423093E-1,3.007493168E-2
2.369387968E1,2.189340889E-1,-1.594561934E-1,1.100982726E-1
2.370391187E1,5.494122505E-1,-1.802256107E-1,6.855943799E-2
2.371394883E1,6.929655671E-1,-1.221934110E-1,-2.112168372E-1
2.372389187E1,6.251595020E-1,-1.875559986E-1,-4.787758291E-1
2.373674733E1,3.893654943E-1,-8.460686803E-1,-8.428515196E-1
2.375391960E1,4.858821929E-1,-8.662272692E-1,-9.143227935E-1
2.376387083E1,8.071973324E-1,-6.701394916E-1,-9.729658365E-1
2.377392356E1,1.211590171E0,-5.986682773E-1,-1.041382670E0
2.378422345E1,1.675236821E0,-5.833966136E-1,-1.329100251E0
2.379387126E1,1.771142721E0,-5.510208011E-1,-1.539237857E0
2.380419614E1,1.787636042E0,-5.950030684E-1,-1.693175912E0
2.381387710E1,1.683178067E0,-7.122892141E-1,-1.838561773E0
2.382387618E1,1.463877439E0,-8.821097612E-1,-2.037093163E0
2.383447122E1,1.195707679E0,-9.413636923E-1,-2.264334917E0
2.384391622E1,1.001452446E0,-9.218159914E-1,-2.467142344E0
2.385391610E1,9.263160825E-1,-9.346441627E-1,-2.579541445E0
2.386391145E1,9.360899329E-1,-8.161363006E-1,-2.645514965E0
2.387391268E1,9.910677671E-1,-6.518135667E-1,-2.707212210E0
2.388521722E1,1.001452446E0,-5.669032931E-1,-2.694994926E0
2.389388630E1,9.507507086E-1,-6.475374699E-1,-2.527617931E0
2.390395026E1,8.939402103E-1,-8.185797334E-1,-2.217298508E0
2.391388006E1,8.621752262E-1,-9.877894521E-1,-1.960124016E0
2.392387687E1,8.902750015E-1,-1.076364994E0,-1.899037480E0
2.393424080E1,9.458637834E-1,-1.098966956E0,-2.045034409E0
2.394388264E1,9.330356121E-1,-9.926763773E-1,-2.355964899E0
2.395387357E1,7.650476694E-1,-7.984212041E-1,-2.658953905E0
2.396410576E1,5.103168488E-1,-7.849821448E-1,-2.833050489E0
2.397387476E1,3.368310928E-1,-8.369057178E-1,-2.895969629E0
2.398401049E1,3.356093466E-1,-6.750264168E-1,-2.844656944E0
2.399387387E1,4.968777597E-1,-4.184630513E-1,-2.633297682E0
2.400407956E1,8.029212952E-1,-1.667865813E-1,-2.310760736E0
2.401388118E1,1.188988090E0,6.656394899E-2,-1.912476540E0
2.402387341E1,1.584217906E0,1.404786408E-1,-1.479983926E0
2.403463664E1,1.944628477E0,-6.293947995E-2,-1.147062421E0
2.404387806E1,2.206689596E0,-2.449773252E-1,-1.046269655E0
2.405391791E1,2.382008076E0,-2.095471472E-1,-1.183714271E0
2.406387372E1,2.502959251E0,-5.988515168E-2,-1.422562599E0
2.407386949E1,2.589702129E0,8.977682889E-2,-1.611930847E0
2.408465645E1,2.634906054E0,5.845776796E-1,-1.304054737E0
2.409387153E1,2.634906054E0,5.845776796E-1,-1.304054737E0
2.410387241E1,2.655064821E0,1.088541508E0,-2.710816264E-1
2.411387053E1,2.900021791E0,1.235759974E0,1.113810856E-2
2.412387087E1,3.045407534E0,1.578455448E0,-1.763975173E-1
2.413387653E1,3.224391222E0,1.909544349E0,-8.116974235E-1
2.414397968E1,3.536543369E0,1.645039678E0,-1.549011707E0
2.415386930E1,3.872519255E0,9.431555867E-1,-2.053586483E0
2.416386637E1,4.011796474E0,4.941696227E-1,-2.274108887E0
2.417391560E1,3.909781933E0,5.088304281E-1,-2.277163267E0
2.418391430E1,3.647109985E0,9.706445336E-1,-2.171483517E0
2.419386522E1,3.360614061E0,1.323724627E0,-2.113451242E0
2.420391306E1,3.273871183E0,1.056165576E0,-2.110396862E0
2.421387249E1,3.440637350E0,4.294179082E-1,-2.024265051E0
2.422388930E1,3.651386023E0,-9.470447153E-2,-1.703560591E0
2.423391995E1,3.667268515E0,-2.278731018E-1,-1.178216457E0
2.424390349E1,3.511497736E0,1.068810523E-1,-6.669223309E-1
2.425386599E1,3.283645153E0,7.855523825E-1,-2.723033726E-1
2.426386295E1,3.009366512E0,1.284629226E0,8.199847490E-2
2.427387080E1,2.690495014E0,1.208881974E0,4.827260673E-1
2.428391591E1,2.348410368E0,6.652119160E-1,8.797884583E-1
2.429387064E1,2.103453398E0,-8.572474122E-3,1.152234435E0
2.430387606E1,2.061914682E0,-5.094819665E-1,1.187664628E0
2.431389933E1,2.154766083E0,-6.334875822E-1,9.091100097E-1
2.432387268E1,2.227458954E0,-7.336695194E-1,3.953723609E-1
2.433391353E1,2.202413559E0,-9.774047136E-1,-1.757866591E-1
2.434387787E1,2.011212826E0,-1.205257535E0,-5.484144688E-1
2.435391045E1,1.738155961E0,-1.338426113E0,-5.007669926E-1
2.436390833E1,1.483425140E0,-1.424558163E0,-8.843293041E-2
2.437391145E1,1.301998258E0,-1.290167809E0,5.028846264E-1
2.438388487E1,1.231137872E0,-9.175399542E-1,1.076487184E0
2.439386845E1,1.221974850E0,-6.817459464E-1,1.522418737E0
2.440393053E1,1.214644432E0,-8.760011196E-1,1.679411173E0
2.441386887E1,1.249463797E0,-1.304828525E0,1.410019517E0
2.442387268E1,1.361252189E0,-1.593767762E0,8.877297044E-1
2.443387822E1,1.566502810E0,-1.777638316E0,-1.055371538E-1
2.444386583E1,1.490755558E0,-1.817955375E0,-3.370550871E-1
2.445387391E1,1.312382936E0,-1.841168284E0,-3.034574986E-1
2.446387364E1,1.008782864E0,-1.907141685E0,-7.438302785E-2
2.447386695E1,5.970597267E-1,-2.177754879E0,2.701449692E-1
2.448387322E1,1.896125674E-1,-2.699433804E0,7.625023127E-1
2.449386610E1,-1.921782196E-1,-3.215003967E0,1.389860988E0
2.450393437E1,-6.057339311E-1,-3.430028677E0,2.033102036E0
2.451386953E1,-1.004629016E0,-3.467291355E0,2.455209970E0
2.452386691E1,-1.281961799E0,-3.440413237E0,2.595098019E0
2.453386680E1,-1.411465168E0,-3.729352713E0,2.645189047E0
2.454386514E1,-1.368093729E0,-4.115419388E0,2.676343203E0
2.455386933E1,-1.153069258E0,-3.781887054E0,2.554170132E0
2.456389868E1,-7.859392166E-1,-3.203397512E0,2.208420277E0
2.457391295E1,-3.216816485E-1,-2.790452719E0,1.610994220E0
2.458387206E1,1.547932476E-1,-2.531445742E0,8.443582654E-1
2.459391518E1,5.933945179E-1,-2.784343958E0,1.956194192E-1
2.460387276E1,1.070480227E0,-3.419033051E0,-1.678453982E-1
2.461386230E1,1.555507302E0,-3.919942617E0,-2.949053645E-1
2.462387533E1,1.881098509E0,-4.274855137E0,-2.350405753E-1
2.463390014E1,2.088181734E0,-4.704293728E0,-4.078543931E-2
2.464387195E1,2.167594194E0,-4.764769077E0,1.388089508E-1
2.465387337E1,2.093679667E0,-3.678040028E0,1.333111674E-1
2.466386391E1,1.956845760E0,-2.174700499E0,-1.757866591E-1
2.467390164E1,1.652634859E0,-1.484422922E0,-7.200676203E-1
2.468390214E1,1.267789721E0,-9.370875955E-1,-1.337652326E0
2.469390080E1,1.054597735E0,-4.514497817E-1,-1.798855543E0
2.470390060E1,1.025887132E0,-1.814473420E-1,-2.016323805E0
2.471389853E1,1.055208683E0,-4.339179397E-2,-1.990667224E0
2.472390772E1,1.009393811E0,-2.445496991E-2,-1.679736853E0
2.473389568E1,8.536230922E-1,-2.284839600E-1,-1.136677623E0
2.474389695E1,6.544810534E-1,-4.612236321E-1,-4.848844707E-1
2.475390118E1,2.244318724E-1,-7.758191824E-1,5.743558407E-1
2.476389945E1,5.277875811E-2,-7.697105408E-1,8.168693185E-1
2.477390753E1,5.522222072E-2,-2.009950280E-1,7.258504033E-1
2.478389841E1,2.635272443E-1,5.503692627E-1,2.414343059E-1
2.479390395E1,4.913800061E-1,7.660046816E-1,-4.286848605E-1
2.480390730E1,6.660875082E-1,6.187861562E-1,-1.056654334E0
2.481390003E1,8.340754509E-1,5.613648295E-1,-1.502585888E0
2.482389922E1,9.586919546E-1,4.135354161E-1,-1.699284554E0
2.483386756E1,1.015502453E0,1.496416181E-1,-1.682791233E0
2.484389695E1,1.004506826E0,3.418809548E-2,-1.504418492E0
2.485390110E1,9.214291573E-1,-1.337998509E-1,-1.210592389E0
2.486389626E1,8.212472796E-1,-4.929886162E-1,-8.813360333E-1
