"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.156388677E1,1.152947068E0,6.450533867E-1,-2.735250890E-1
1.157388123E1,1.291613460E0,3.109100461E-1,-4.433456361E-1
1.158391261E1,1.377134681E0,-6.904813647E-2,-6.925786734E-1
1.159388815E1,1.320324183E0,-3.256115317E-1,-8.825577497E-1
1.160393730E1,1.128512502E0,-3.543221951E-1,-9.216531515E-1
1.161404234E1,8.615643382E-1,-2.364252210E-1,-8.349102736E-1
1.162388715E1,6.379876733E-1,-1.625105143E-1,-6.760852933E-1
1.163388142E1,5.506339669E-1,-1.545692682E-1,-4.971017838E-1
1.164388342E1,5.188689828E-1,-1.991624385E-1,-3.346116245E-1
1.165388788E1,4.394564629E-1,-2.840726972E-1,-2.008321285E-1
1.166388669E1,3.704286814E-1,-3.732590377E-1,-8.660033345E-2
1.167391346E1,3.850894570E-1,-4.569475651E-1,-2.245948091E-2
1.168388404E1,4.290717542E-1,-4.728300571E-1,-3.834197670E-2
1.169394138E1,3.759264648E-1,-3.537113369E-1,-1.611258835E-1
1.170395419E1,2.415361106E-1,-1.979407072E-1,-3.138422072E-1
1.171388600E1,2.024407387E-1,-1.411302388E-1,-3.651548922E-1
1.172392200E1,3.356093466E-1,-2.003841698E-1,-3.132313192E-1
1.173409465E1,6.111096144E-1,-3.378288448E-1,-2.099951059E-1
1.174389480E1,9.257051945E-1,-4.545041025E-1,-6.460918486E-2
1.175388173E1,1.143173218E0,-5.968356729E-1,5.206608027E-2
1.176388504E1,1.173105597E0,-7.965885997E-1,4.229223728E-2
1.177388246E1,9.788504839E-1,-8.124710917E-1,-7.316129655E-2
1.178396165E1,5.866749883E-1,-6.860219836E-1,-1.641802192E-1
1.179394342E1,1.700648814E-1,-3.659286499E-1,-3.223332390E-2
1.180394630E1,-5.778785422E-2,-2.242079079E-1,9.177231789E-2
1.181389296E1,7.476990670E-2,-1.667865813E-1,1.675196141E-1
1.182389080E1,2.659707069E-1,-9.653706849E-2,1.834021062E-1
1.183391488E1,4.205196202E-1,-1.895718277E-2,1.821803749E-1
1.184389323E1,5.029864907E-1,2.685771137E-2,2.139453739E-1
1.185388780E1,5.243667364E-1,2.746857330E-2,2.432669103E-1
1.186395084E1,4.852713645E-1,-7.821111381E-2,1.852347106E-1
1.187388654E1,3.429397345E-1,-1.466280222E-1,3.740531579E-2
1.188389627E1,7.721336931E-2,-1.234151423E-1,-1.458542496E-1
1.189388130E1,-2.331061810E-1,-6.538294256E-2,-2.845206559E-1
1.190388330E1,-4.670675695E-1,5.251405016E-2,-2.839097977E-1
1.191388615E1,-5.214345455E-1,1.930130571E-1,-1.550172269E-1
1.192394130E1,-3.748269081E-1,2.223345935E-1,3.435098752E-2
1.193388796E1,-1.463633180E-1,1.569720060E-1,1.748500019E-1
1.194388992E1,-5.864309147E-3,7.145087421E-2,2.029497921E-1
1.195418965E1,6.963862106E-3,1.402954012E-2,1.699630767E-1
1.196394546E1,-6.328564137E-2,3.785328194E-2,1.265916377E-1
1.197391161E1,-1.756848544E-1,9.893980622E-2,6.917030364E-2
1.198405773E1,-3.003013730E-1,1.215418130E-1,1.602502912E-2
1.199387700E1,-3.858225048E-1,1.050484627E-1,1.975129358E-3
1.200388630E1,-3.400076032E-1,3.113376722E-2,1.015461609E-1
1.201386700E1,-1.145983189E-1,-1.014239937E-1,3.385618925E-1
1.202386773E1,1.663996875E-1,-2.510859668E-1,5.340387225E-1
1.203386557E1,3.698178232E-1,-4.190739095E-1,5.829079747E-1
1.204386307E1,4.461759627E-1,-4.954320788E-1,5.114367008E-1
1.205386450E1,3.685960770E-1,-3.854763210E-1,3.281771839E-1
1.206389911E1,1.957212240E-1,-2.810183764E-1,7.222463191E-2
1.207386280E1,7.354817539E-2,-3.824220002E-1,-1.537955105E-1
1.208386511E1,1.016479805E-1,-6.005008817E-1,-2.692490220E-1
1.209393915E1,2.397035062E-1,-7.000719309E-1,-2.680273056E-1
1.210393111E1,3.728721440E-1,-6.762481332E-1,-1.605150253E-1
1.211392773E1,4.199087620E-1,-6.640308499E-1,6.306164712E-2
1.212388519E1,2.989574373E-1,-4.703865945E-1,5.896274447E-1
1.213387434E1,2.390926480E-1,-3.683721125E-1,8.565756083E-1
1.214393088E1,2.543642819E-1,-2.016059011E-1,1.003183246E0
1.215388230E1,3.178942800E-1,-6.129011512E-3,9.451510310E-1
1.216392723E1,3.374419510E-1,2.663168907E-1,7.105787992E-1
1.217393350E1,1.712866127E-1,4.856174886E-1,4.271373451E-1
1.218394565E1,-2.147802263E-1,4.953913391E-1,2.493755519E-1
1.219393830E1,-7.346265316E-1,3.701639771E-1,2.212757617E-1
1.220394946E1,-1.255083680E0,2.229454517E-1,2.933578491E-1
1.221394684E1,-1.630765796E0,1.007723957E-1,3.855985105E-1
1.222391311E1,-1.763934493E0,5.556837842E-2,4.100331068E-1
1.223388134E1,-1.630765796E0,1.252070069E-1,3.379510045E-1
1.224389161E1,-1.273409724E0,1.832392067E-1,2.365473807E-1
1.225389134E1,-8.323649764E-1,2.406605482E-1,2.041715235E-1
1.226388511E1,-4.707327783E-1,3.261816800E-1,2.231083512E-1
1.227389715E1,-3.155730069E-1,2.925840914E-1,2.463212311E-1
1.228388892E1,-4.102571011E-1,1.716327667E-1,2.884709239E-1
1.229389523E1,-6.961420178E-1,8.000299335E-2,3.611638844E-1
1.230388715E1,-1.076711059E0,-3.728314117E-2,4.601240754E-1
1.231388892E1,-1.454836607E0,-1.881668568E-1,5.694689155E-1
1.232390619E1,-1.718119621E0,-2.724662423E-1,6.110077500E-1
1.233388538E1,-1.823799253E0,-2.553620338E-1,5.407582521E-1
1.234388530E1,-1.817690611E0,-1.276911944E-1,4.222504199E-1
1.235388376E1,-1.804862380E0,1.759088337E-1,3.080186248E-1
1.236388676E1,-1.909931302E0,5.625865459E-1,2.389908433E-1
1.237572684E1,-2.151222944E0,8.661865592E-1,2.524298728E-1
1.238401265E1,-2.440162182E0,1.051278710E0,3.373401463E-1
1.239388484E1,-2.681453943E0,1.107478261E0,4.668435752E-1
1.240389419E1,-2.818898678E0,9.578163624E-1,5.719123483E-1
1.241388126E1,-2.795685768E0,6.597141027E-1,6.012338996E-1
1.242388173E1,-2.595932961E0,3.805486858E-1,5.102149844E-1
1.243394461E1,-2.355862856E0,2.461583316E-1,3.177924752E-1
1.244394630E1,-2.453601360E0,4.813414514E-1,-9.270898998E-2
1.245388311E1,-2.901976347E0,6.762074828E-1,-2.472578883E-1
1.246393161E1,-3.421211958E0,8.173173666E-1,-2.949053645E-1
1.247392677E1,-3.768794298E0,7.690590024E-1,-2.081625164E-1
1.248386880E1,-3.715038061E0,5.540344715E-1,-1.006502360E-1
1.249388688E1,-3.253834724E0,2.767015994E-1,-7.682649046E-2
1.250392273E1,-2.567222357E0,1.771305501E-1,-1.415781975E-1
1.251389611E1,-1.859840274E0,1.960673779E-1,-2.900184393E-1
1.252387888E1,-1.252640247E0,2.107281387E-1,-5.074865222E-1
1.253387834E1,-7.132462263E-1,5.528126955E-1,-8.123082519E-1
1.254405377E1,-2.801428139E-1,6.865922213E-1,-1.081088901E0
1.255392588E1,-3.946189582E-2,2.883080244E-1,-1.186157703E0
1.256387415E1,-1.640784144E-1,-2.639141381E-1,-1.010839462E0
1.257413688E1,-4.444655478E-1,-7.904799581E-1,-7.237328291E-1
1.258388865E1,-6.692639589E-1,-7.678779364E-1,-5.930076241E-1
1.259394415E1,-9.013927579E-1,-5.662924051E-1,-5.966728330E-1
1.260387938E1,-1.192164540E0,-4.807713032E-1,-6.540941596E-1
1.261388277E1,-1.561738014E0,-5.381926298E-1,-6.602028012E-1
1.262397842E1,-1.830518723E0,-6.609765291E-1,-5.142060518E-1
1.263394107E1,-1.806084156E0,-7.544389367E-1,-2.008321285E-1
1.264388892E1,-1.521420956E0,-7.355020642E-1,1.687413454E-1
1.265416557E1,-1.097480536E0,-6.377636790E-1,4.998303354E-1
1.266392527E1,-6.301685572E-1,-4.868799746E-1,7.496741414E-1
1.267386411E1,-2.025629282E-1,-1.270803362E-1,8.907840252E-1
1.268386396E1,4.972442985E-2,2.467691898E-1,9.463727474E-1
1.269386727E1,-3.665219992E-4,3.976529241E-1,9.323228598E-1
1.270388215E1,-3.491705954E-1,4.275853038E-1,8.364170194E-1
1.271390200E1,-8.806233406E-1,3.848247528E-1,6.946963072E-1
1.272386534E1,-1.382143736E0,2.443257272E-1,6.012338996E-1
1.273386469E1,-1.609996438E0,-1.590285636E-2,6.653747559E-1
1.274386807E1,-1.446895361E0,-4.147978723E-1,8.284757733E-1
1.275386807E1,-9.569814801E-1,-7.135109305E-1,9.964637160E-1
1.276387861E1,-4.579046071E-1,-7.074022889E-1,1.074654579E0
1.277387919E1,-5.183802247E-1,-3.347745240E-1,8.535212278E-1
1.278388038E1,-1.040670037E0,1.891646162E-2,6.024556160E-1
1.279388730E1,-1.682689428E0,4.068158865E-1,2.896926701E-1
1.280388000E1,-2.313102245E0,6.065688729E-1,-2.490294166E-2
1.281388492E1,-2.786522865E0,6.267274022E-1,-1.928908825E-1
1.282389988E1,-3.002769232E0,3.481728137E-1,-1.122566760E-1
1.283388657E1,-2.923356771E0,-1.454062909E-1,1.186503842E-1
1.284393780E1,-2.558670044E0,-5.681250095E-1,3.116838038E-1
1.285396165E1,-2.038823843E0,-7.739865780E-1,3.410053551E-1
1.286390276E1,-1.491488576E0,-7.941451669E-1,2.267735451E-1
1.287390065E1,-1.005850673E0,-6.212702990E-1,5.023348331E-2
1.288388546E1,-7.083593011E-1,-4.172413349E-1,-9.881763905E-2
1.289393815E1,-6.521596909E-1,-3.695938289E-1,-1.617367566E-1
1.290388861E1,-7.444003820E-1,-4.099109471E-1,-1.183653250E-1
1.291388923E1,-8.574104309E-1,-4.239608347E-1,2.640974149E-2
1.292395823E1,-9.264382124E-1,-4.398433268E-1,1.992846131E-1
1.293389315E1,-9.856921434E-1,-4.490063190E-1,3.245119750E-1
1.294394680E1,-1.079154491E0,-4.874908328E-1,3.739920557E-1
1.295394692E1,-1.133521557E0,-6.151616573E-1,3.678834140E-1
1.296388342E1,-1.049832940E0,-6.640308499E-1,3.385618925E-1
1.297388884E1,-8.054869175E-1,-7.238956690E-1,3.019099832E-1
1.298393503E1,-4.310265183E-1,-8.362948298E-1,2.695341110E-1
1.299397992E1,-8.344419301E-2,-8.020864129E-1,2.603711188E-1
1.300390977E1,8.637634665E-2,-7.654345036E-1,2.664797902E-1
1.301388834E1,3.811798990E-2,-7.672671080E-1,2.951904535E-1
1.302393203E1,-1.646892726E-1,-7.428324819E-1,3.715485930E-1
1.303394819E1,-4.493524730E-1,-7.000719309E-1,4.674544632E-1
1.304388811E1,-7.407351732E-1,-6.542569995E-1,5.358713269E-1
1.305390965E1,-9.740856886E-1,-6.353201866E-1,5.670254827E-1
1.306389496E1,-1.112141252E0,-6.420397162E-1,5.639711022E-1
1.307394173E1,-1.164675713E0,-6.481483579E-1,5.169345140E-1
1.308388980E1,-1.165897369E0,-6.902980804E-1,4.320242703E-1
1.309393519E1,-9.924116731E-1,-7.874256372E-1,2.530407608E-1
1.310389657E1,-8.500800729E-1,-7.910908461E-1,1.485827863E-1
1.311388300E1,-7.382917404E-1,-7.098457217E-1,2.579887584E-2
1.312630757E1,-6.851464510E-1,-5.443012714E-1,-8.782206476E-2
1.314393538E1,-7.560067773E-1,-1.356324404E-1,-2.368731797E-1
1.315392900E1,-8.348084092E-1,1.280780882E-2,-2.527556717E-1
1.316388377E1,-9.013927579E-1,5.862270668E-2,-2.350405753E-1
1.317388961E1,-9.172752500E-1,3.052290156E-2,-2.051081806E-1
1.318392500E1,-8.537452221E-1,2.869030461E-2,-1.550172269E-1
1.319388496E1,-7.156897187E-1,-2.140064351E-2,-7.804822177E-2
1.320388634E1,-5.128824711E-1,-1.686191708E-1,1.113810856E-2
1.321388342E1,-2.471560836E-1,-2.761314511E-1,9.665923566E-2
1.322399280E1,2.345722355E-2,-2.877379060E-1,1.534697115E-1
1.323392792E1,2.122145742E-1,-3.121725023E-1,1.583566368E-1
1.324391169E1,3.068986833E-1,-3.201137483E-1,1.235373095E-1
1.325394077E1,3.459940553E-1,-2.132123411E-1,8.077674359E-2
1.326390384E1,3.197268546E-1,-9.287187457E-2,1.724676043E-2
1.327388938E1,2.158797681E-1,-2.140064351E-2,-9.087639302E-2
1.328388938E1,6.682866067E-2,4.029674456E-2,-2.325971276E-1
1.329387700E1,-9.749409556E-2,8.672250807E-2,-3.853134215E-1
1.330395034E1,-2.636494339E-1,1.239852756E-1,-5.496361852E-1
1.331388673E1,-3.980397880E-1,1.948456466E-1,-7.017416358E-1
1.332390850E1,-4.817283452E-1,3.048014045E-1,-7.909280062E-1
1.333389715E1,-5.055520535E-1,4.251418412E-1,-7.958149314E-1
1.334389800E1,-4.725653529E-1,5.344867706E-1,-7.328957915E-1
1.335389757E1,-4.127005637E-1,6.462751031E-1,-6.528724432E-1
1.336394953E1,-3.626096249E-1,7.379049063E-1,-6.046140790E-1
1.337388476E1,-3.534466326E-1,7.525656223E-1,-6.253834963E-1
1.338393146E1,-4.243070185E-1,7.776111364E-1,-6.748635769E-1
1.339395226E1,-6.112317443E-1,7.372940183E-1,-6.620354056E-1
1.340393715E1,-8.806233406E-1,5.595322251E-1,-5.978945494E-1
1.341393353E1,-1.185445070E0,7.572692633E-2,-5.416949391E-1
1.342395007E1,-1.642983198E0,-2.199318558E-1,-6.101118922E-1
1.343393453E1,-1.782871246E0,-4.319020808E-1,-7.066285610E-1
1.344390823E1,-1.864116311E0,-5.895053148E-1,-7.286197543E-1
1.345387715E1,-1.800586343E0,-7.501628399E-1,-6.095010042E-1
1.346394603E1,-1.605109453E0,-7.452759147E-1,-3.248377740E-1
1.347391942E1,-1.339383125E0,-5.009298325E-1,1.504153907E-1
1.348392496E1,-1.018678904E0,-1.399085075E-1,6.946963072E-1
1.349390000E1,-6.491053700E-1,4.029674456E-2,1.146736622E0
1.350393807E1,-2.972470224E-1,7.084000111E-2,1.402078271E0
1.351392876E1,-1.685988158E-2,7.267260551E-2,1.507147074E0
1.352388373E1,2.959031165E-1,-1.160847545E-1,1.599387765E0
1.353394700E1,6.318790317E-1,-1.545692682E-1,1.681854606E0
1.354392365E1,8.927184939E-1,3.353446424E-1,1.724004269E0
1.355388276E1,1.022832751E0,1.153904080E0,1.661085129E0
1.356394461E1,9.666332006E-1,1.696352363E0,1.333661437E0
1.357396215E1,8.633969426E-1,1.495988607E0,7.331808209E-1
1.358394773E1,8.951619267E-1,1.064717770E0,1.485827863E-1
1.359393526E1,1.126069069E0,9.755315185E-1,-1.843387634E-1
1.360394038E1,1.406456113E0,1.112365246E0,-3.303355575E-1
1.361388392E1,1.458990574E0,1.212547064E0,-4.463999569E-1
1.362388476E1,1.228694320E0,1.100758791E0,-5.600209236E-1
1.363388407E1,1.083308458E0,8.674083352E-1,-5.850663781E-1
1.364388015E1,1.163942695E0,8.625214100E-1,-5.771251321E-1
1.365388026E1,1.253129005E0,8.380867839E-1,-6.186639667E-1
1.366390215E1,1.266568065E0,7.360723019E-1,-6.095010042E-1
1.367391830E1,1.211590171E0,7.183572054E-1,-5.258124471E-1
1.368389919E1,1.183490396E0,5.094412565E-1,-4.836627245E-1
1.369390342E1,1.214644432E0,3.243490756E-1,-4.744997621E-1
1.370400769E1,1.179214239E0,2.198911309E-1,-4.848844707E-1
1.371393219E1,1.042380452E0,1.313156635E-1,-5.154277682E-1
1.372392023E1,9.342573285E-1,3.567249477E-1,-6.168313622E-1
1.373395065E1,1.008172035E0,7.898284197E-1,-9.656354189E-1
1.374390300E1,1.407067060E0,1.297457337E0,-9.680789113E-1
1.375390546E1,1.572611451E0,9.144449234E-1,-9.583050609E-1
1.376395219E1,1.800464272E0,3.781052232E-1,-1.081088901E0
1.377388246E1,2.105896950E0,5.923357233E-2,-1.275344014E0
1.378394846E1,2.372234106E0,-1.612887830E-1,-1.391408443E0
1.379389873E1,2.451035738E0,-4.807713032E-1,-1.271678925E0
1.380394450E1,2.360627651E0,-5.809531808E-1,-8.648426533E-1
1.381396838E1,2.352686405E0,-3.402723074E-1,-4.274631441E-1
1.382389788E1,2.551828384E0,5.068145320E-2,-1.855604947E-1
1.383388376E1,2.782124758E0,5.412063003E-1,-1.098132133E-1
1.384389888E1,2.907963037E0,8.264803290E-1,-9.576331079E-2
1.385389276E1,2.993484020E0,6.377229691E-1,-1.550172269E-1
1.386388030E1,3.130928755E0,2.589865029E-1,-2.924619019E-1
1.387388588E1,3.316631794E0,7.267260551E-2,-3.785939217E-1
1.388390473E1,3.550593138E0,1.708386838E-2,-4.030285180E-1
1.389392119E1,3.854804039E0,7.920887321E-3,-4.586172700E-1
1.390393657E1,4.134580135E0,1.991217136E-1,-5.502470732E-1
1.391393523E1,4.169399738E0,1.264287382E-1,-6.559267640E-1
1.392390780E1,3.740572214E0,-4.551149607E-1,-7.768780589E-1
1.393394396E1,3.182852268E0,-8.424035311E-1,-9.118793011E-1
1.394388250E1,2.733255386E0,-9.664091468E-1,-1.034663200E0
1.395393673E1,2.337414742E0,-9.541918635E-1,-1.125071168E0
1.396413957E1,2.000828028E0,-6.927415133E-1,-1.137288570E0
1.397388246E1,1.727771282E0,-7.275608182E-1,-1.150727510E0
1.398393311E1,1.623313308E0,-1.103242993E0,-1.252131224E0
1.399394219E1,1.859718204E0,-1.146614432E0,-1.394462824E0
1.400393030E1,2.502348423E0,-8.118602633E-1,-1.515414119E0
1.401394619E1,3.212784767E0,-8.493062854E-2,-1.618039489E0
1.402394000E1,3.653829336E0,4.391917586E-1,-1.613763452E0
1.403388788E1,3.720413685E0,5.295998454E-1,-1.454327583E0
1.404394138E1,3.388713837E0,6.963660717E-1,-1.153781891E0
1.405393042E1,2.679499388E0,1.155736685E0,-7.585521340E-1
1.406394626E1,6.935763955E-1,1.694519758E0,1.259807795E-1
1.407393819E1,-1.781283170E-1,1.227818727E0,3.953723609E-1
1.408388515E1,-7.731110454E-1,1.471981555E-1,5.193779469E-1
1.409393069E1,-1.092593551E0,-1.104464769E0,4.912782013E-1
1.410389165E1,-1.085263133E0,-1.733655930E0,2.530407608E-1
1.411389653E1,-6.827029586E-1,-1.485644698E0,-1.324152201E-1
1.412388442E1,1.480737329E-1,-4.752735198E-1,-6.076683998E-1
1.413394896E1,1.163331747E0,3.329012096E-1,-1.024889350E0
1.414390026E1,2.039312601E0,6.798726916E-1,-1.175773025E0
1.415388107E1,2.699657917E0,9.981334805E-1,-1.089640975E0
1.416395253E1,3.188350201E0,1.288905263E0,-8.990511298E-1
1.417390646E1,3.531656265E0,1.402526259E0,-7.170132995E-1
1.418393980E1,3.764395952E0,1.055554748E0,-7.762672305E-1
1.419388319E1,3.877406120E0,3.823812902E-1,-1.049934745E0
1.420393846E1,3.771726370E0,-1.179173589E-1,-1.268013716E0
1.421386396E1,3.278147221E0,-4.648888111E-1,-1.207538009E0
1.422387123E1,2.422325134E0,-1.034826040E0,-8.623992205E-1
1.423390573E1,1.379578114E0,-1.707999587E0,-5.019887090E-1
1.424386503E1,5.304753780E-1,-2.172868013E0,-2.802446187E-1
1.425390661E1,1.700648814E-1,-2.572373867E0,-2.637512386E-1
1.426390380E1,2.623055279E-1,-2.808167696E0,-5.667404532E-1
1.427389892E1,6.844134331E-1,-2.538776159E0,-1.018780708E0
1.428389711E1,1.300165653E0,-1.954789162E0,-1.376136780E0
1.429386553E1,1.980669498E0,-1.593767762E0,-1.535572648E0
1.430390053E1,2.509678841E0,-1.328652263E0,-1.495255589E0
1.431389969E1,2.672168970E0,-1.086749673E0,-1.295502663E0
1.432390419E1,2.448592186E0,-1.298719883E0,-1.034663200E0
1.433386688E1,2.022819281E0,-2.077573061E0,-7.707694173E-1
1.434391038E1,1.356976032E0,-2.833213329E0,-6.565376520E-1
1.435389884E1,7.864279151E-1,-3.183238983E0,-6.485964060E-1
1.436393273E1,7.002959251E-1,-3.438580751E0,-5.245907307E-1
1.437388549E1,8.982163072E-1,-3.826480150E0,-4.787758291E-1
1.438388096E1,1.093693137E0,-3.985305071E0,-7.872627974E-1
1.439390176E1,1.322156787E0,-3.860077858E0,-8.477384448E-1
1.440393653E1,1.426614761E0,-3.576025486E0,-8.691187501E-1
1.441389857E1,1.603154778E0,-3.398874521E0,-8.556796908E-1
1.442388815E1,1.830396652E0,-3.308466434E0,-7.304522991E-1
1.443388626E1,1.775418758E0,-2.773348570E0,-5.215364099E-1
1.444388784E1,1.287948251E0,-2.188139677E0,-2.985705733E-1
1.445392738E1,7.454999685E-1,-1.920580745E0,-1.434108019E-1
1.446423453E1,4.223522246E-1,-1.678067207E0,-1.293608993E-1
1.447389434E1,3.459940553E-1,-1.423336387E0,-1.867822260E-1
1.448394453E1,4.541172087E-1,-1.103853941E0,-1.855604947E-1
1.449389057E1,6.557027698E-1,-8.998248577E-1,-9.576331079E-2
1.450410422E1,8.560665846E-1,-7.306151390E-1,-8.409580216E-3
1.451394384E1,9.312030077E-1,-4.881016910E-1,-2.911793068E-3
1.452389392E1,7.797084451E-1,-4.410650730E-1,-4.744388629E-3
1.453388465E1,4.809952676E-1,-6.359310746E-1,5.512040481E-2
1.454390449E1,2.604729235E-1,-7.794843912E-1,1.510262489E-1
1.455402669E1,2.042733282E-1,-7.153435349E-1,2.597602606E-1
1.456391196E1,2.800206244E-1,-5.595728755E-1,3.495574594E-1
1.457389892E1,4.400673211E-1,-5.265861750E-1,3.348966837E-1
1.458395053E1,6.141639352E-1,-6.860219836E-1,1.711848080E-1
1.459394988E1,7.662693858E-1,-7.629910111E-1,-2.184861526E-2
1.460388626E1,8.371297717E-1,-7.220630646E-1,-8.598946780E-2
1.461391638E1,7.540521026E-1,-5.039841533E-1,-5.788966268E-2
1.462393446E1,4.913800061E-1,-5.072217435E-2,-3.406592086E-2
1.463388522E1,1.584584415E-1,2.950275540E-1,-4.383976385E-2
1.464389511E1,-1.451415867E-1,2.779233158E-1,-9.270898998E-2
1.465395646E1,-3.846007586E-1,1.368134469E-1,-1.568498313E-1
1.466389849E1,-5.391496420E-1,8.977682889E-2,-1.770083904E-1
1.467389857E1,-6.216164231E-1,1.087136567E-1,-1.348586828E-1
1.468393884E1,-5.990144610E-1,4.457280412E-2,-9.209812433E-2
1.469390599E1,-3.919311464E-1,-1.392976344E-1,-7.255043089E-2
1.470388838E1,3.567452729E-2,-3.243898153E-1,-3.101159260E-2
1.471394653E1,9.483072162E-1,-5.669032931E-1,1.400306821E-1
1.472391353E1,1.157834053E0,-6.756373048E-1,1.461393386E-1
1.473394326E1,1.121182084E0,-6.683068871E-1,6.122906134E-2
1.474389992E1,8.438493013E-1,-5.406360626E-1,-4.872668535E-2
1.475388065E1,4.473977089E-1,-3.683721125E-1,-7.377216220E-2
1.476387896E1,1.382998824E-1,-2.455881983E-1,1.358156931E-2
1.477388972E1,3.933972120E-2,-1.832799315E-1,1.272025108E-1
1.478419373E1,1.346346885E-1,-2.040493488E-1,1.693522036E-1
1.479390399E1,3.844785690E-1,-3.280549943E-1,1.107091382E-1
1.480388384E1,7.180110216E-1,-5.632380843E-1,-2.300927415E-3
1.481391969E1,1.019778490E0,-6.841893792E-1,-1.073697507E-1
1.482389223E1,1.147449255E0,-4.593910277E-1,-1.629584879E-1
1.483392380E1,1.025276303E0,1.288722008E-1,-1.464651227E-1
1.484388046E1,7.094589472E-1,7.562308311E-1,-8.354600519E-2
1.485389215E1,2.904053330E-1,1.239425182E0,-8.354600519E-2
1.486406842E1,-1.689653397E-1,1.633433223E0,3.129666299E-2
1.487387634E1,-6.081774235E-1,1.819136262E0,5.756386742E-2
1.488386515E1,-9.514836669E-1,1.814860225E0,8.627452701E-2
1.489390769E1,-1.136575818E0,1.674361229E0,6.611597538E-2
1.490390188E1,-1.102978230E0,1.444675922E0,1.663589478E-2
1.491390007E1,-8.219802380E-1,1.120306492E0,1.663589478E-2
1.492390607E1,-3.589444160E-1,7.360723019E-1,-4.017457366E-2
1.493390692E1,1.370781511E-1,3.836030066E-1,-9.698504210E-2
1.494386830E1,5.323079824E-1,2.901406288E-1,-9.270898998E-2
1.495390146E1,7.192327380E-1,4.550742507E-1,-9.020444937E-3
1.496390138E1,6.666983366E-1,7.183572054E-1,3.679445013E-2
1.497387446E1,4.095240533E-1,9.920248389E-1,-4.683323205E-4
1.498386623E1,1.368338056E-2,1.165510535E0,-9.087639302E-2
1.499386815E1,-3.888768256E-1,1.143519402E0,-2.142711580E-1
1.500386926E1,-6.307794452E-1,1.011572480E0,-3.511049747E-1
1.501390019E1,-6.546031833E-1,1.114808679E0,-4.262413979E-1
1.502386753E1,-6.265033484E-1,1.530807853E0,-3.584353626E-1
1.503389892E1,-6.985854506E-1,2.024387121E0,3.496185318E-2
1.504390003E1,-1.204381943E0,2.681678057E0,1.327002943E-1
1.505395515E1,-1.429180264E0,2.444662333E0,1.033787578E-1
1.506393630E1,-1.392528415E0,1.930313826E0,-2.978986502E-2
1.507388376E1,-1.052276492E0,1.495988607E0,-1.391347349E-1
1.508393684E1,-5.586973429E-1,1.150238872E0,-1.116458103E-1
1.509390330E1,-1.280373633E-1,9.138340950E-1,7.472916506E-3
1.510387972E1,7.904595882E-2,1.167343140E0,1.284242421E-1
1.511388630E1,-4.129449278E-2,2.018889427E0,2.756427526E-1
1.512389092E1,-5.898514390E-1,3.137994528E0,4.320242703E-1
1.513394549E1,-1.523864388E0,4.153863430E0,5.395365357E-1
1.514394799E1,-2.448714495E0,5.104369640E0,5.804644823E-1
1.515388842E1,-3.154263735E0,6.081143379E0,6.097860336E-1
1.516388330E1,-3.441981316E0,6.757981777E0,6.250576377E-1
1.517398903E1,-3.295984507E0,6.841059685E0,6.073425412E-1
1.518391565E1,-2.952067375E0,6.683456421E0,6.470488310E-1
1.519394084E1,-2.672291040E0,6.501418591E0,6.824789643E-1
1.520389019E1,-2.580661297E0,5.930259705E0,5.157127976E-1
1.521390461E1,-2.691838741E0,4.882014751E0,1.650761515E-1
1.522398746E1,-2.919080734E0,3.498404980E0,-1.489085853E-1
1.523388684E1,-3.069964409E0,1.937033296E0,-2.130494267E-1
1.524389157E1,-2.956343412E0,5.595322251E-1,-1.268563699E-2
1.525394203E1,-2.568444014E0,-1.162680052E-2,3.342858255E-1
1.526394230E1,-2.128621101E0,3.420641720E-1,6.965289116E-1
1.527395865E1,-1.920926809E0,1.047002673E0,9.427075982E-1
1.528393411E1,-2.093801737E0,1.516147137E0,9.445402026E-1
1.529394292E1,-2.572109222E0,1.667030811E0,7.380677462E-1
1.530392542E1,-3.068131685E0,1.666419983E0,4.863912761E-1
1.531391007E1,-3.272771597E0,1.473386526E0,3.397836089E-1
1.532391619E1,-3.100507498E0,1.042726636E0,3.410053551E-1
1.533388653E1,-2.645412922E0,5.906863809E-1,4.668435752E-1
1.534393507E1,-2.092580080E0,3.817704022E-1,6.433836222E-1
1.535394869E1,-1.626489758E0,4.263635874E-1,8.669602871E-1
1.536394396E1,-1.574566245E0,8.356433511E-1,7.252395749E-1
1.537388488E1,-2.002171993E0,1.300511718E0,4.417981207E-1
1.538388246E1,-2.529348612E0,1.864951253E0,2.328822017E-1
1.539390803E1,-3.057747126E0,2.329819679E0,2.481538355E-1
1.540394115E1,-3.504289627E0,2.539346457E0,4.863912761E-1
1.541393630E1,-3.772459269E0,2.427558184E0,8.388605118E-1
1.542394576E1,-3.759020329E0,2.214366198E0,1.155899644E0
1.543395249E1,-3.437705278E0,2.192986012E0,1.338548303E0
1.544394546E1,-3.040642738E0,2.376245499E0,1.292733431E0
1.545389099E1,-2.806070566E0,2.258348465E0,1.074654579E0
1.546389296E1,-2.774305582E0,1.596170545E0,7.814391851E-1
